scheme,sample,spec,xvar,dvar,mvar,yvar,b_base_xn,se_base_xn,p_base_xn,N_base,r2w_base,b_mech,se_mech,p_mech,N_mech,r2w_mech,b_y_key,se_y_key,p_y_key,b_y_m,se_y_m,p_y_m,b_y_xn,se_y_xn,p_y_xn,N_y,r2w_y,base_ok10,base_ok05,mech_ok10,mech_ok05,ykey_ok10,ykey_ok05,theory_ok10,theory_ok05,attenuated,strict_ok10,strict_ok05,sig_base_xn,sig_mech,sig_y_key,sig_y_m,sig_y_xn
scheme2_moderator,low_fin_through2023,ctrl5,fund_est_scale_cum,debt_burden_l1_w,soccap_leverage_govp5_w,pat_utility_apply,-.0139552353146197,.0051054857,.0081271715,121,.67527854,-.0938660896374486,.055651814,.096613713,121,.25368184,.1129267181409798,.058340583,.057401635,-2540.424488879005,980.3111,.0118631,-.0118204890919065,.0036895378,.0021289785,121,.74912786,1,1,1,0,1,0,1,0,1,1,0,***,*,*,**,***
scheme2_moderator,low_fin_active_cum,ctrl5,fund_est_scale_cum,debt_burden_l1,soccap_leverage_govp5_w,pat_utility_apply,-.0139552353146196,.005112987,.0082808202,119,.67527854,-.0938660896374487,.05572848,.097225338,119,.25368184,.11292671814098,.058437318,.057951953,-2540.424488879009,981.93658,.012076533,-.0118204890919065,.0036956556,.0021918614,119,.74912786,1,1,1,0,1,0,1,0,1,1,0,***,*,*,**,***
scheme2_moderator,low_fin_active_cum,ctrl5,fund_est_scale_cum,debt_burden_l1_w,soccap_leverage_govp5_w,pat_utility_apply,-.0139552353146196,.005112987,.0082808202,119,.67527854,-.0938660896374487,.05572848,.097225338,119,.25368184,.11292671814098,.058437318,.057951953,-2540.424488879009,981.93658,.012076533,-.0118204890919065,.0036956556,.0021918614,119,.74912786,1,1,1,0,1,0,1,0,1,1,0,***,*,*,**,***
scheme2_moderator,low_fin,ctrl5,fund_est_scale_cum,debt_burden_l1,soccap_leverage_govp5_w,F1_pat_apply_total,-.0278642728974255,.010335181,.0089878645,121,.53546774,-.0938660896374486,.055651814,.096613713,121,.25368184,.1818997408664564,.099855259,.073258542,-3558.116811408004,1830.2556,.056357678,-.0252164406831662,.0080812825,.0027250077,121,.60595453,1,1,1,0,1,0,1,0,1,1,0,***,*,*,*,***
scheme2_moderator,low_fin,ctrl5,fund_est_scale_cum,debt_burden_l1_w,soccap_leverage_govp5_w,F1_pat_apply_total,-.0278642728974255,.010335181,.0089878645,121,.53546774,-.0938660896374486,.055651814,.096613713,121,.25368184,.1818997408664564,.099855259,.073258542,-3558.116811408004,1830.2556,.056357678,-.0252164406831662,.0080812825,.0027250077,121,.60595453,1,1,1,0,1,0,1,0,1,1,0,***,*,*,*,***
scheme2_moderator,low_fin_through2023,ctrl5,fund_est_scale_cum,debt_burden_l1,soccap_leverage_govp5_w,F1_pat_apply_total,-.0278642728974255,.010335181,.0089878645,121,.53546774,-.0938660896374486,.055651814,.096613713,121,.25368184,.1818997408664564,.099855259,.073258542,-3558.116811408004,1830.2556,.056357678,-.0252164406831662,.0080812825,.0027250077,121,.60595453,1,1,1,0,1,0,1,0,1,1,0,***,*,*,*,***
scheme2_moderator,low_fin_through2023,ctrl5,fund_est_scale_cum,debt_burden_l1_w,soccap_leverage_govp5_w,F1_pat_apply_total,-.0278642728974255,.010335181,.0089878645,121,.53546774,-.0938660896374486,.055651814,.096613713,121,.25368184,.1818997408664564,.099855259,.073258542,-3558.116811408004,1830.2556,.056357678,-.0252164406831662,.0080812825,.0027250077,121,.60595453,1,1,1,0,1,0,1,0,1,1,0,***,*,*,*,***
scheme2_moderator,low_fin_active_cum,ctrl5,fund_est_scale_cum,debt_burden_l1,soccap_leverage_govp5_w,F1_pat_apply_total,-.0278642728974254,.010350366,.0091523957,119,.53546774,-.0938660896374487,.05572848,.097225338,119,.25368184,.1818997408664566,.10002083,.073879525,-3558.11681140801,1833.2904,.056902811,-.0252164406831661,.0080946824,.0028005599,119,.60595453,1,1,1,0,1,0,1,0,1,1,0,***,*,*,*,***
scheme2_moderator,low_fin_active_cum,ctrl5,fund_est_scale_cum,debt_burden_l1_w,soccap_leverage_govp5_w,F1_pat_apply_total,-.0278642728974254,.010350366,.0091523957,119,.53546774,-.0938660896374487,.05572848,.097225338,119,.25368184,.1818997408664566,.10002083,.073879525,-3558.11681140801,1833.2904,.056902811,-.0252164406831661,.0080946824,.0028005599,119,.60595453,1,1,1,0,1,0,1,0,1,1,0,***,*,*,*,***
scheme2_moderator,low_fin,ctrl5,fund_est_scale_cum,debt_burden,soccap_leverage_govp5_w,F1_pat_utility_apply,-.0098185509573126,.0039802664,.016555421,118,.77368277,-.1163138118415609,.061540689,.063669249,118,.27295175,.0839802768020861,.032531966,.012342622,-2245.852833903492,572.59149,.00023136777,-.0101704633206925,.00303219,.0013956177,118,.81666154,1,1,1,0,1,1,1,0,0,0,0,**,*,**,***,***
scheme2_moderator,low_fin,ctrl5,fund_est_scale_cum,debt_burden_w,soccap_leverage_govp5_w,F1_pat_utility_apply,-.0098185509573126,.0039802664,.016555421,118,.77368277,-.1163138118415609,.061540689,.063669249,118,.27295175,.0839802768020861,.032531966,.012342622,-2245.852833903492,572.59149,.00023136777,-.0101704633206925,.00303219,.0013956177,118,.81666154,1,1,1,0,1,1,1,0,0,0,0,**,*,**,***,***
scheme2_moderator,low_fin_through2023,ctrl5,fund_est_scale_cum,debt_burden,soccap_leverage_govp5_w,F1_pat_utility_apply,-.0098185509573126,.0039802664,.016555421,118,.77368277,-.1163138118415609,.061540689,.063669249,118,.27295175,.0839802768020861,.032531966,.012342622,-2245.852833903492,572.59149,.00023136777,-.0101704633206925,.00303219,.0013956177,118,.81666154,1,1,1,0,1,1,1,0,0,0,0,**,*,**,***,***
scheme2_moderator,low_fin_through2023,ctrl5,fund_est_scale_cum,debt_burden_w,soccap_leverage_govp5_w,F1_pat_utility_apply,-.0098185509573126,.0039802664,.016555421,118,.77368277,-.1163138118415609,.061540689,.063669249,118,.27295175,.0839802768020861,.032531966,.012342622,-2245.852833903492,572.59149,.00023136777,-.0101704633206925,.00303219,.0013956177,118,.81666154,1,1,1,0,1,1,1,0,0,0,0,**,*,**,***,***
scheme2_moderator,low_fin_active_cum,ctrl5,fund_est_scale_cum,debt_burden,soccap_leverage_govp5_w,F1_pat_utility_apply,-.0098185509573126,.0039865309,.016824868,116,.77368277,-.1163138118415609,.061631568,.064223133,116,.27295175,.0839802768020861,.032589685,.012582437,-2245.852833903492,573.60748,.00024367242,-.0101704633206925,.00303757,.0014459572,116,.81666154,1,1,1,0,1,1,1,0,0,0,0,**,*,**,***,***
scheme2_moderator,low_fin_active_cum,ctrl5,fund_est_scale_cum,debt_burden_w,soccap_leverage_govp5_w,F1_pat_utility_apply,-.0098185509573126,.0039865309,.016824868,116,.77368277,-.1163138118415609,.061631568,.064223133,116,.27295175,.0839802768020861,.032589685,.012582437,-2245.852833903492,573.60748,.00024367242,-.0101704633206925,.00303757,.0014459572,116,.81666154,1,1,1,0,1,1,1,0,0,0,0,**,*,**,***,***
scheme2_moderator,low_fin_no2020,ctrl5,fund_est_scale_roll5,debt_burden,soccap_leverage_govp5_w,ln_pat_utility_apply,-7.65611853808e-07,3.1334000e-07,.017560797,110,.88582921,-.1319207869276082,.0642865,.044607896,110,.22527415,5.16919407199e-06,2.8139721e-06,.071251966,-.1340195790563306,.055128891,.018113632,-6.31545544958e-07,3.0970938e-07,.045921989,110,.90270162,1,1,1,1,1,0,1,0,1,1,0,**,**,*,**,**
