city,year,total_investment_amount_rmb_m,total_investment_count,early_investment_amount_rmb_m,early_investment_count,early_investment_amount_share,early_investment_count_share
黄石市,2017,,1,,1,,1.0
黄石市,2018,0.0,0,0.0,0,,
黄石市,2019,0.0,0,0.0,0,,
黄石市,2020,0.0,0,0.0,0,,
黄石市,2021,0.0,0,0.0,0,,
黄石市,2022,0.0,0,0.0,0,,
黄石市,2023,0.0,0,0.0,0,,
黄石市,2024,0.0,0,0.0,0,,
齐齐哈尔市,2015,0.0,0,0.0,0,,
齐齐哈尔市,2016,0.0,0,0.0,0,,
齐齐哈尔市,2017,0.0,0,0.0,0,,
齐齐哈尔市,2018,,1,0.0,0,,0.0
齐齐哈尔市,2019,0.0,0,0.0,0,,
齐齐哈尔市,2020,0.0,0,0.0,0,,
齐齐哈尔市,2021,0.0,0,0.0,0,,
齐齐哈尔市,2022,0.0,0,0.0,0,,
齐齐哈尔市,2023,0.0,0,0.0,0,,
齐齐哈尔市,2024,0.0,0,0.0,0,,
龙岩市,2015,0.0,0,0.0,0,,
龙岩市,2016,0.0,0,0.0,0,,
龙岩市,2017,,1,,1,,1.0
龙岩市,2018,,2,,1,,0.5
龙岩市,2019,249.41,1,0.0,0,0.0,0.0
龙岩市,2020,0.0,0,0.0,0,,
龙岩市,2021,,1,0.0,0,,0.0
龙岩市,2022,0.0,0,0.0,0,,
龙岩市,2023,20.0,2,,1,,0.5
龙岩市,2024,10.0,1,0.0,0,0.0,0.0
