city,year,total_investment_amount_rmb_m,total_investment_count,early_investment_amount_rmb_m,early_investment_count,early_investment_amount_share,early_investment_count_share
三亚市,2015,0.0,0,0.0,0,,
三亚市,2016,,1,,1,,1.0
三亚市,2017,0.0,0,0.0,0,,
三亚市,2018,0.0,0,0.0,0,,
三亚市,2019,0.0,0,0.0,0,,
三亚市,2020,0.0,0,0.0,0,,
三亚市,2021,1.5,2,,1,,0.5
三亚市,2022,,1,0.0,0,,0.0
三亚市,2023,0.0,0,0.0,0,,
三亚市,2024,0.0,0,0.0,0,,
三门峡市,2015,0.0,0,0.0,0,,
三门峡市,2016,0.0,0,0.0,0,,
三门峡市,2017,0.0,0,0.0,0,,
三门峡市,2018,0.0,0,0.0,0,,
三门峡市,2019,,2,,2,,1.0
三门峡市,2020,,1,,1,,1.0
三门峡市,2021,0.0,0,0.0,0,,
三门峡市,2022,0.0,0,0.0,0,,
三门峡市,2023,0.0,0,0.0,0,,
三门峡市,2024,0.0,0,0.0,0,,
上海市,2015,477.89,31,143.9,14,,0.451613
上海市,2016,4390.3,42,22.55,8,,0.190476
上海市,2017,1909.0,46,178.6,18,,0.391304
上海市,2018,3287.62,49,200.9,15,,0.306122
上海市,2019,7683.31,71,676.27,11,,0.15493
上海市,2020,17868.89,168,334.07,32,,0.190476
上海市,2021,8013.49,238,148.83,56,,0.235294
上海市,2022,10713.39,215,1574.78,76,,0.353488
上海市,2023,7931.45,135,842.16,35,,0.259259
上海市,2024,11747.12,115,1196.8,29,,0.252174
上饶市,2015,0.0,0,0.0,0,,
上饶市,2016,0.0,0,0.0,0,,
上饶市,2017,,1,,1,,1.0
上饶市,2018,940.0,1,0.0,0,0.0,0.0
上饶市,2019,1000.0,2,1000.0,2,,1.0
上饶市,2020,0.0,0,0.0,0,,
上饶市,2021,,4,,4,,1.0
上饶市,2022,0.0,0,0.0,0,,
上饶市,2023,0.0,0,0.0,0,,
上饶市,2024,0.0,0,0.0,0,,
东莞市,2015,2.08,2,,1,,0.5
东莞市,2016,128.51,8,47.0,2,0.36573,0.25
东莞市,2017,130.04,4,0.0,0,0.0,0.0
东莞市,2018,135.5,8,10.0,3,,0.375
东莞市,2019,218.82,11,30.0,2,,0.181818
东莞市,2020,111.13,24,,3,,0.125
东莞市,2021,81.5,22,19.0,8,,0.363636
东莞市,2022,231.51,10,180.0,4,,0.4
东莞市,2023,104.66,17,21.33,10,,0.588235
东莞市,2024,96.35,7,29.21,3,,0.428571
东营市,2015,28.0,2,,1,,0.5
东营市,2016,0.0,0,0.0,0,,
东营市,2017,,1,,1,,1.0
东营市,2018,0.0,0,0.0,0,,
东营市,2019,0.0,0,0.0,0,,
东营市,2020,,1,0.0,0,,0.0
东营市,2021,0.0,0,0.0,0,,
东营市,2022,0.0,0,0.0,0,,
东营市,2023,0.0,0,0.0,0,,
东营市,2024,0.0,0,0.0,0,,
中山市,2015,0.0,0,0.0,0,,
中山市,2016,,1,,1,,1.0
中山市,2017,0.0,0,0.0,0,,
中山市,2018,0.0,0,0.0,0,,
中山市,2019,0.0,0,0.0,0,,
中山市,2020,0.0,0,0.0,0,,
中山市,2021,0.0,0,0.0,0,,
中山市,2022,,4,0.0,0,,0.0
中山市,2023,112.0,2,0.0,0,0.0,0.0
中山市,2024,470.0,9,150.0,3,0.319149,0.333333
临沂市,2015,0.0,0,0.0,0,,
临沂市,2016,0.0,0,0.0,0,,
临沂市,2017,0.0,0,0.0,0,,
临沂市,2018,0.0,0,0.0,0,,
临沂市,2019,0.0,0,0.0,0,,
临沂市,2020,0.0,0,0.0,0,,
临沂市,2021,0.0,0,0.0,0,,
临沂市,2022,0.0,0,0.0,0,,
临沂市,2023,,2,0.0,0,,0.0
临沂市,2024,20.0,2,20.0,1,,0.5
丽水市,2015,0.0,0,0.0,0,,
丽水市,2016,,1,0.0,0,,0.0
丽水市,2017,,1,0.0,0,,0.0
丽水市,2018,,2,,1,,0.5
丽水市,2019,60.0,2,0.0,0,0.0,0.0
丽水市,2020,10.0,1,0.0,0,0.0,0.0
丽水市,2021,0.0,0,0.0,0,,
丽水市,2022,0.0,0,0.0,0,,
丽水市,2023,150.0,1,0.0,0,0.0,0.0
丽水市,2024,370.0,4,0.0,0,0.0,0.0
乌兰察布市,2015,0.0,0,0.0,0,,
乌兰察布市,2016,0.0,0,0.0,0,,
乌兰察布市,2017,,1,0.0,0,,0.0
乌兰察布市,2018,0.0,0,0.0,0,,
乌兰察布市,2019,0.0,0,0.0,0,,
乌兰察布市,2020,0.0,0,0.0,0,,
乌兰察布市,2021,0.0,0,0.0,0,,
乌兰察布市,2022,0.0,0,0.0,0,,
乌兰察布市,2023,0.0,0,0.0,0,,
乌兰察布市,2024,0.0,0,0.0,0,,
乌鲁木齐市,2015,0.0,0,0.0,0,,
乌鲁木齐市,2016,10.6,1,0.0,0,0.0,0.0
乌鲁木齐市,2017,33.3,7,,1,,0.142857
乌鲁木齐市,2018,39.0,2,0.0,0,0.0,0.0
乌鲁木齐市,2019,,1,0.0,0,,0.0
乌鲁木齐市,2020,0.0,0,0.0,0,,
乌鲁木齐市,2021,,1,0.0,0,,0.0
乌鲁木齐市,2022,40.0,9,,4,,0.444444
乌鲁木齐市,2023,223.37,15,32.0,4,,0.266667
乌鲁木齐市,2024,593.72,24,143.5,7,0.241696,0.291667
九江市,2015,0.0,0,0.0,0,,
九江市,2016,0.0,0,0.0,0,,
九江市,2017,250.0,1,0.0,0,0.0,0.0
九江市,2018,418.0,4,100.0,2,,0.5
九江市,2019,20.0,3,0.0,0,,0.0
九江市,2020,299.06,8,,1,,0.125
九江市,2021,93.7,15,,4,,0.266667
九江市,2022,103.1,17,0.0,0,,0.0
九江市,2023,39.91,4,,2,,0.5
九江市,2024,487.0,4,0.0,0,,0.0
云浮市,2015,0.0,0,0.0,0,,
云浮市,2016,0.0,0,0.0,0,,
云浮市,2017,,1,,1,,1.0
云浮市,2018,0.0,0,0.0,0,,
云浮市,2019,0.0,0,0.0,0,,
云浮市,2020,0.0,0,0.0,0,,
云浮市,2021,0.0,0,0.0,0,,
云浮市,2022,0.0,0,0.0,0,,
云浮市,2023,0.0,0,0.0,0,,
云浮市,2024,0.0,0,0.0,0,,
亳州市,2015,0.0,0,0.0,0,,
亳州市,2016,,1,0.0,0,,0.0
亳州市,2017,36.0,3,0.0,0,,0.0
亳州市,2018,0.0,0,0.0,0,,
亳州市,2019,,1,0.0,0,,0.0
亳州市,2020,0.0,0,0.0,0,,
亳州市,2021,0.0,0,0.0,0,,
亳州市,2022,12.0,2,,1,,0.5
亳州市,2023,,2,0.0,0,,0.0
亳州市,2024,,1,0.0,0,,0.0
仙桃市,2015,0.0,0,0.0,0,,
仙桃市,2016,0.0,0,0.0,0,,
仙桃市,2017,0.0,0,0.0,0,,
仙桃市,2018,0.0,0,0.0,0,,
仙桃市,2019,0.0,0,0.0,0,,
仙桃市,2020,0.0,0,0.0,0,,
仙桃市,2021,0.0,0,0.0,0,,
仙桃市,2022,0.0,0,0.0,0,,
仙桃市,2023,0.0,0,0.0,0,,
仙桃市,2024,50.0,1,0.0,0,0.0,0.0
佛山市,2015,19.04,3,,1,,0.333333
佛山市,2016,47.06,3,0.0,0,0.0,0.0
佛山市,2017,219.94,12,20.0,3,,0.25
佛山市,2018,114.02,13,,3,,0.230769
佛山市,2019,337.0,21,,2,,0.095238
佛山市,2020,921.57,51,21.66,4,,0.078431
佛山市,2021,832.01,27,75.52,7,,0.259259
佛山市,2022,134.98,35,,7,,0.2
佛山市,2023,153.94,13,105.34,6,,0.461538
佛山市,2024,45.34,5,3.34,2,,0.4
保定市,2015,0.0,0,0.0,0,,
保定市,2016,0.0,0,0.0,0,,
保定市,2017,,3,0.0,0,,0.0
保定市,2018,200.02,6,,1,,0.166667
保定市,2019,,3,,1,,0.333333
保定市,2020,1620.0,7,1100.0,3,,0.428571
保定市,2021,1659.82,18,250.0,4,,0.222222
保定市,2022,83.25,2,0.0,0,,0.0
保定市,2023,249.44,3,0.0,0,,0.0
保定市,2024,50.0,1,0.0,0,0.0,0.0
儋州市,2015,0.0,0,0.0,0,,
儋州市,2016,0.0,0,0.0,0,,
儋州市,2017,0.0,0,0.0,0,,
儋州市,2018,0.0,0,0.0,0,,
儋州市,2019,0.0,0,0.0,0,,
儋州市,2020,0.0,0,0.0,0,,
儋州市,2021,257.95,1,257.95,1,1.0,1.0
儋州市,2022,,2,0.0,0,,0.0
儋州市,2023,17.07,1,0.0,0,0.0,0.0
儋州市,2024,0.0,0,0.0,0,,
六安市,2015,0.0,0,0.0,0,,
六安市,2016,0.0,0,0.0,0,,
六安市,2017,0.0,0,0.0,0,,
六安市,2018,30.0,2,0.0,0,,0.0
六安市,2019,65.71,3,0.0,0,0.0,0.0
六安市,2020,50.0,3,0.0,0,,0.0
六安市,2021,21.33,3,0.0,0,,0.0
六安市,2022,,1,0.0,0,,0.0
六安市,2023,,1,,1,,1.0
六安市,2024,0.0,0,0.0,0,,
兰州市,2015,,2,0.0,0,,0.0
兰州市,2016,144.7,7,,3,,0.428571
兰州市,2017,65.15,7,,2,,0.285714
兰州市,2018,139.54,10,,1,,0.1
兰州市,2019,2006.69,14,2005.49,4,,0.285714
兰州市,2020,43.8,13,5.0,3,,0.230769
兰州市,2021,35.0,3,,1,,0.333333
兰州市,2022,0.0,0,0.0,0,,
兰州市,2023,,1,0.0,0,,0.0
兰州市,2024,20.0,1,0.0,0,0.0,0.0
包头市,2015,0.0,0,0.0,0,,
包头市,2016,,1,0.0,0,,0.0
包头市,2017,,1,0.0,0,,0.0
包头市,2018,0.0,0,0.0,0,,
包头市,2019,0.0,0,0.0,0,,
包头市,2020,,1,0.0,0,,0.0
包头市,2021,0.0,0,0.0,0,,
包头市,2022,0.0,0,0.0,0,,
包头市,2023,0.0,0,0.0,0,,
包头市,2024,0.0,0,0.0,0,,
北京市,2015,25783.02,104,2169.32,62,,0.596154
北京市,2016,25709.89,112,21186.51,71,,0.633929
北京市,2017,15397.22,153,1351.13,98,,0.640523
北京市,2018,21660.34,212,3690.47,116,,0.54717
北京市,2019,16148.4,158,659.63,61,,0.386076
北京市,2020,61419.88,289,14964.69,83,,0.287197
北京市,2021,38888.87,583,1028.35,203,,0.348199
北京市,2022,26879.9,409,4812.06,146,,0.356968
北京市,2023,30912.33,283,13426.62,103,,0.363958
北京市,2024,30932.2,391,8232.12,168,,0.429668
十堰市,2015,0.0,0,0.0,0,,
十堰市,2016,0.0,0,0.0,0,,
十堰市,2017,0.0,0,0.0,0,,
十堰市,2018,,1,,1,,1.0
十堰市,2019,0.0,0,0.0,0,,
十堰市,2020,0.0,0,0.0,0,,
十堰市,2021,0.0,0,0.0,0,,
十堰市,2022,0.0,0,0.0,0,,
十堰市,2023,18.0,1,0.0,0,0.0,0.0
十堰市,2024,0.0,0,0.0,0,,
南京市,2015,371.19,14,50.0,6,,0.428571
南京市,2016,336.06,12,17.14,5,,0.416667
南京市,2017,1831.52,56,111.57,9,,0.160714
南京市,2018,1698.19,53,267.31,11,,0.207547
南京市,2019,1726.43,75,111.96,20,,0.266667
南京市,2020,5684.28,209,2326.27,73,,0.349282
南京市,2021,6928.59,493,2069.39,153,,0.310345
南京市,2022,5276.89,355,857.69,139,,0.391549
南京市,2023,8601.95,217,1505.27,101,,0.465438
南京市,2024,6851.82,132,1904.67,55,,0.416667
南宁市,2015,715.33,4,0.0,0,0.0,0.0
南宁市,2016,345.09,4,,1,,0.25
南宁市,2017,170.79,3,0.0,0,,0.0
南宁市,2018,104.34,5,90.0,3,,0.6
南宁市,2019,35.0,7,,3,,0.428571
南宁市,2020,42.75,6,,2,,0.333333
南宁市,2021,278.18,9,,2,,0.222222
南宁市,2022,230.0,5,,2,,0.4
南宁市,2023,30.0,8,,5,,0.625
南宁市,2024,100.0,7,15.0,2,,0.285714
南昌市,2015,22.5,2,0.0,0,,0.0
南昌市,2016,,2,,2,,1.0
南昌市,2017,0.0,0,0.0,0,,
南昌市,2018,,3,,2,,0.666667
南昌市,2019,294.0,2,294.0,2,,1.0
南昌市,2020,106.45,5,0.0,0,,0.0
南昌市,2021,95.0,3,,1,,0.333333
南昌市,2022,,3,,1,,0.333333
南昌市,2023,0.0,0,0.0,0,,
南昌市,2024,0.0,0,0.0,0,,
南通市,2015,33.63,11,2.5,4,,0.363636
南通市,2016,99.8,24,,9,,0.375
南通市,2017,393.62,25,93.0,9,,0.36
南通市,2018,1182.65,36,214.1,8,,0.222222
南通市,2019,452.43,26,31.54,5,,0.192308
南通市,2020,695.66,26,222.8,5,,0.192308
南通市,2021,543.73,36,150.0,13,,0.361111
南通市,2022,452.0,16,0.0,0,,0.0
南通市,2023,42.0,10,,3,,0.3
南通市,2024,93.86,7,20.0,2,0.213083,0.285714
南阳市,2015,0.0,0,0.0,0,,
南阳市,2016,0.0,0,0.0,0,,
南阳市,2017,35.16,4,,1,,0.25
南阳市,2018,20.0,2,0.0,0,,0.0
南阳市,2019,14.41,2,,1,,0.5
南阳市,2020,,1,0.0,0,,0.0
南阳市,2021,14.96,3,0.0,0,,0.0
南阳市,2022,0.0,0,0.0,0,,
南阳市,2023,0.0,0,0.0,0,,
南阳市,2024,0.0,0,0.0,0,,
厦门市,2015,164.17,7,32.17,4,,0.571429
厦门市,2016,209.79,5,46.7,2,0.222604,0.4
厦门市,2017,129.83,8,3.5,3,,0.375
厦门市,2018,455.45,19,348.87,14,,0.736842
厦门市,2019,242.55,11,3.94,4,,0.363636
厦门市,2020,1266.07,33,214.71,10,,0.30303
厦门市,2021,1939.07,63,13.0,14,,0.222222
厦门市,2022,1336.86,39,6.75,7,,0.179487
厦门市,2023,1784.2,31,260.0,4,,0.129032
厦门市,2024,837.5,17,0.0,0,,0.0
台州市,2015,0.0,0,0.0,0,,
台州市,2016,0.0,0,0.0,0,,
台州市,2017,0.0,0,0.0,0,,
台州市,2018,,1,0.0,0,,0.0
台州市,2019,0.0,0,0.0,0,,
台州市,2020,0.0,0,0.0,0,,
台州市,2021,121.2,3,0.0,0,,0.0
台州市,2022,817.33,4,,1,,0.25
台州市,2023,57.0,3,0.0,0,,0.0
台州市,2024,44.78,3,0.0,0,,0.0
合肥市,2015,,1,,1,,1.0
合肥市,2016,259.9,8,200.0,6,,0.75
合肥市,2017,1629.64,17,10.0,10,,0.588235
合肥市,2018,862.96,46,303.76,22,,0.478261
合肥市,2019,908.63,52,11.0,23,,0.442308
合肥市,2020,5771.01,105,37.64,32,,0.304762
合肥市,2021,1483.41,158,286.0,49,,0.310127
合肥市,2022,2301.0,164,295.68,66,,0.402439
合肥市,2023,3954.58,121,1886.3,63,,0.520661
合肥市,2024,4098.47,170,1489.89,101,,0.594118
吉安市,2015,0.0,0,0.0,0,,
吉安市,2016,0.0,0,0.0,0,,
吉安市,2017,0.0,0,0.0,0,,
吉安市,2018,0.0,0,0.0,0,,
吉安市,2019,,1,,1,,1.0
吉安市,2020,0.0,0,0.0,0,,
吉安市,2021,0.0,0,0.0,0,,
吉安市,2022,0.0,0,0.0,0,,
吉安市,2023,100.0,5,,2,,0.4
吉安市,2024,60.0,4,40.0,2,,0.5
吉林市,2015,0.0,0,0.0,0,,
吉林市,2016,8.0,1,0.0,0,0.0,0.0
吉林市,2017,100.0,6,,4,,0.666667
吉林市,2018,57.48,6,4.5,2,,0.333333
吉林市,2019,80.0,2,0.0,0,,0.0
吉林市,2020,0.0,0,0.0,0,,
吉林市,2021,0.0,0,0.0,0,,
吉林市,2022,0.0,0,0.0,0,,
吉林市,2023,,1,,1,,1.0
吉林市,2024,20.26,1,20.26,1,1.0,1.0
吕梁市,2015,0.0,0,0.0,0,,
吕梁市,2016,0.0,0,0.0,0,,
吕梁市,2017,,1,,1,,1.0
吕梁市,2018,,3,,3,,1.0
吕梁市,2019,,1,0.0,0,,0.0
吕梁市,2020,0.0,0,0.0,0,,
吕梁市,2021,0.0,0,0.0,0,,
吕梁市,2022,0.0,0,0.0,0,,
吕梁市,2023,0.0,0,0.0,0,,
吕梁市,2024,0.0,0,0.0,0,,
周口市,2015,0.0,0,0.0,0,,
周口市,2016,0.0,0,0.0,0,,
周口市,2017,0.0,0,0.0,0,,
周口市,2018,0.0,0,0.0,0,,
周口市,2019,0.0,0,0.0,0,,
周口市,2020,0.0,0,0.0,0,,
周口市,2021,0.0,0,0.0,0,,
周口市,2022,0.0,0,0.0,0,,
周口市,2023,,1,0.0,0,,0.0
周口市,2024,0.0,0,0.0,0,,
呼和浩特市,2015,0.0,0,0.0,0,,
呼和浩特市,2016,4.0,2,4.0,2,,1.0
呼和浩特市,2017,0.0,0,0.0,0,,
呼和浩特市,2018,,1,,1,,1.0
呼和浩特市,2019,0.0,0,0.0,0,,
呼和浩特市,2020,0.0,0,0.0,0,,
呼和浩特市,2021,1520.0,2,0.0,0,0.0,0.0
呼和浩特市,2022,12.12,1,0.0,0,0.0,0.0
呼和浩特市,2023,0.0,0,0.0,0,,
呼和浩特市,2024,0.0,0,0.0,0,,
咸宁市,2015,0.0,0,0.0,0,,
咸宁市,2016,,1,,1,,1.0
咸宁市,2017,55.0,3,55.0,2,,0.666667
咸宁市,2018,87.1,5,75.0,1,,0.2
咸宁市,2019,67.1,5,0.0,0,,0.0
咸宁市,2020,114.47,10,20.0,1,,0.1
咸宁市,2021,46.92,13,25.0,2,,0.153846
咸宁市,2022,10.0,6,,2,,0.333333
咸宁市,2023,0.0,0,0.0,0,,
咸宁市,2024,0.0,0,0.0,0,,
咸阳市,2015,0.0,0,0.0,0,,
咸阳市,2016,0.0,0,0.0,0,,
咸阳市,2017,0.0,0,0.0,0,,
咸阳市,2018,0.0,0,0.0,0,,
咸阳市,2019,0.0,0,0.0,0,,
咸阳市,2020,68.26,3,0.0,0,0.0,0.0
咸阳市,2021,142.06,9,8.0,1,,0.111111
咸阳市,2022,443.0,27,,10,,0.37037
咸阳市,2023,628.46,26,293.22,10,,0.384615
咸阳市,2024,146.22,16,50.28,7,,0.4375
哈尔滨市,2015,0.0,0,0.0,0,,
哈尔滨市,2016,,1,0.0,0,,0.0
哈尔滨市,2017,,2,0.0,0,,0.0
哈尔滨市,2018,30.3,3,,2,,0.666667
哈尔滨市,2019,20.2,3,,2,,0.666667
哈尔滨市,2020,420.0,10,,8,,0.8
哈尔滨市,2021,145.0,2,,1,,0.5
哈尔滨市,2022,200.0,4,0.0,0,,0.0
哈尔滨市,2023,,1,0.0,0,,0.0
哈尔滨市,2024,519.5,3,499.5,2,0.961501,0.666667
唐山市,2015,0.0,0,0.0,0,,
唐山市,2016,0.0,0,0.0,0,,
唐山市,2017,0.0,0,0.0,0,,
唐山市,2018,0.0,0,0.0,0,,
唐山市,2019,0.0,0,0.0,0,,
唐山市,2020,0.0,0,0.0,0,,
唐山市,2021,0.0,0,0.0,0,,
唐山市,2022,0.0,0,0.0,0,,
唐山市,2023,,1,,1,,1.0
唐山市,2024,0.0,0,0.0,0,,
商丘市,2015,0.0,0,0.0,0,,
商丘市,2016,0.0,0,0.0,0,,
商丘市,2017,0.0,0,0.0,0,,
商丘市,2018,79.06,2,0.0,0,0.0,0.0
商丘市,2019,0.0,0,0.0,0,,
商丘市,2020,0.0,0,0.0,0,,
商丘市,2021,0.0,0,0.0,0,,
商丘市,2022,0.0,0,0.0,0,,
商丘市,2023,0.0,0,0.0,0,,
商丘市,2024,0.0,0,0.0,0,,
嘉兴市,2015,14.8,3,5.0,1,,0.333333
嘉兴市,2016,70.0,6,27.27,5,,0.833333
嘉兴市,2017,129.9,19,129.9,17,,0.894737
嘉兴市,2018,252.99,58,153.13,42,,0.724138
嘉兴市,2019,160.82,22,100.99,13,,0.590909
嘉兴市,2020,103.11,12,1.91,3,,0.25
嘉兴市,2021,220.03,18,,3,,0.166667
嘉兴市,2022,113.91,9,13.53,4,,0.444444
嘉兴市,2023,110.27,4,0.0,0,,0.0
嘉兴市,2024,95.07,4,16.63,1,,0.25
大同市,2015,0.0,0,0.0,0,,
大同市,2016,0.0,0,0.0,0,,
大同市,2017,0.0,0,0.0,0,,
大同市,2018,0.0,0,0.0,0,,
大同市,2019,0.0,0,0.0,0,,
大同市,2020,,2,,1,,0.5
大同市,2021,,1,,1,,1.0
大同市,2022,0.0,0,0.0,0,,
大同市,2023,,1,0.0,0,,0.0
大同市,2024,0.0,0,0.0,0,,
大庆市,2015,0.0,0,0.0,0,,
大庆市,2016,0.0,0,0.0,0,,
大庆市,2017,0.0,0,0.0,0,,
大庆市,2018,,1,0.0,0,,0.0
大庆市,2019,0.0,0,0.0,0,,
大庆市,2020,0.0,0,0.0,0,,
大庆市,2021,0.0,0,0.0,0,,
大庆市,2022,0.0,0,0.0,0,,
大庆市,2023,55.0,2,0.0,0,,0.0
大庆市,2024,0.0,0,0.0,0,,
大连市,2015,0.0,0,0.0,0,,
大连市,2016,,2,,2,,1.0
大连市,2017,0.0,0,0.0,0,,
大连市,2018,0.0,0,0.0,0,,
大连市,2019,,1,0.0,0,,0.0
大连市,2020,0.0,0,0.0,0,,
大连市,2021,0.0,0,0.0,0,,
大连市,2022,0.0,0,0.0,0,,
大连市,2023,14.95,3,0.0,0,,0.0
大连市,2024,0.0,0,0.0,0,,
天水市,2015,0.0,0,0.0,0,,
天水市,2016,0.0,0,0.0,0,,
天水市,2017,0.0,0,0.0,0,,
天水市,2018,0.0,0,0.0,0,,
天水市,2019,0.0,0,0.0,0,,
天水市,2020,,1,0.0,0,,0.0
天水市,2021,0.0,0,0.0,0,,
天水市,2022,0.0,0,0.0,0,,
天水市,2023,0.0,0,0.0,0,,
天水市,2024,0.0,0,0.0,0,,
天津市,2015,4.53,6,,3,,0.5
天津市,2016,55.0,3,25.0,1,0.454545,0.333333
天津市,2017,44.0,4,,2,,0.5
天津市,2018,789.5,10,25.77,3,,0.3
天津市,2019,472.05,15,5.0,3,,0.2
天津市,2020,714.52,41,77.25,11,,0.268293
天津市,2021,1151.25,89,117.74,25,,0.280899
天津市,2022,1120.17,77,218.91,36,,0.467532
天津市,2023,1862.34,66,296.86,28,,0.424242
天津市,2024,1401.52,70,338.02,31,,0.442857
天门市,2015,79.08,8,21.4,3,,0.375
天门市,2016,40.8,3,0.0,0,0.0,0.0
天门市,2017,15.8,1,0.0,0,0.0,0.0
天门市,2018,0.0,0,0.0,0,,
天门市,2019,0.0,0,0.0,0,,
天门市,2020,0.0,0,0.0,0,,
天门市,2021,0.0,0,0.0,0,,
天门市,2022,0.0,0,0.0,0,,
天门市,2023,0.0,0,0.0,0,,
天门市,2024,0.0,0,0.0,0,,
太原市,2015,26.18,6,6.0,1,,0.166667
太原市,2016,4.32,1,0.0,0,0.0,0.0
太原市,2017,,1,0.0,0,,0.0
太原市,2018,5.0,2,,1,,0.5
太原市,2019,,1,,1,,1.0
太原市,2020,,1,0.0,0,,0.0
太原市,2021,100.0,2,100.0,2,,1.0
太原市,2022,,1,,1,,1.0
太原市,2023,,1,0.0,0,,0.0
太原市,2024,0.0,0,0.0,0,,
威海市,2015,0.0,0,0.0,0,,
威海市,2016,0.0,0,0.0,0,,
威海市,2017,0.0,0,0.0,0,,
威海市,2018,0.0,0,0.0,0,,
威海市,2019,0.0,0,0.0,0,,
威海市,2020,0.0,0,0.0,0,,
威海市,2021,0.0,0,0.0,0,,
威海市,2022,0.0,0,0.0,0,,
威海市,2023,0.0,0,0.0,0,,
威海市,2024,,1,,1,,1.0
孝感市,2015,0.0,0,0.0,0,,
孝感市,2016,0.0,0,0.0,0,,
孝感市,2017,0.0,0,0.0,0,,
孝感市,2018,0.0,0,0.0,0,,
孝感市,2019,0.0,0,0.0,0,,
孝感市,2020,0.0,0,0.0,0,,
孝感市,2021,0.0,0,0.0,0,,
孝感市,2022,0.0,0,0.0,0,,
孝感市,2023,5.0,1,5.0,1,1.0,1.0
孝感市,2024,0.0,0,0.0,0,,
宁波市,2015,29.39,2,,1,,0.5
宁波市,2016,0.0,0,0.0,0,,
宁波市,2017,116.58,19,45.91,11,,0.578947
宁波市,2018,340.92,40,172.16,29,,0.725
宁波市,2019,506.05,23,87.56,14,,0.608696
宁波市,2020,708.94,33,179.27,11,,0.333333
宁波市,2021,564.93,25,72.65,9,,0.36
宁波市,2022,73.64,14,7.77,3,,0.214286
宁波市,2023,328.16,15,208.88,7,,0.466667
宁波市,2024,123.0,8,82.0,4,,0.5
安庆市,2015,0.0,0,0.0,0,,
安庆市,2016,,1,,1,,1.0
安庆市,2017,0.0,0,0.0,0,,
安庆市,2018,154.79,6,24.0,2,,0.333333
安庆市,2019,499.0,8,10.0,1,,0.125
安庆市,2020,424.9,11,250.0,3,,0.272727
安庆市,2021,728.0,10,30.0,5,,0.5
安庆市,2022,,1,,1,,1.0
安庆市,2023,72.03,5,,1,,0.2
安庆市,2024,192.78,6,0.0,0,,0.0
安康市,2015,0.0,0,0.0,0,,
安康市,2016,0.0,0,0.0,0,,
安康市,2017,0.0,0,0.0,0,,
安康市,2018,0.0,0,0.0,0,,
安康市,2019,0.0,0,0.0,0,,
安康市,2020,0.0,0,0.0,0,,
安康市,2021,,1,,1,,1.0
安康市,2022,0.0,0,0.0,0,,
安康市,2023,0.0,0,0.0,0,,
安康市,2024,0.0,0,0.0,0,,
安阳市,2015,77.58,6,0.0,0,0.0,0.0
安阳市,2016,28.0,2,0.0,0,0.0,0.0
安阳市,2017,5.23,1,0.0,0,0.0,0.0
安阳市,2018,0.0,0,0.0,0,,
安阳市,2019,,1,,1,,1.0
安阳市,2020,,2,,1,,0.5
安阳市,2021,,5,,4,,0.8
安阳市,2022,,3,,2,,0.666667
安阳市,2023,0.0,0,0.0,0,,
安阳市,2024,0.0,0,0.0,0,,
定西市,2015,50.6,3,0.0,0,,0.0
定西市,2016,,1,0.0,0,,0.0
定西市,2017,,1,0.0,0,,0.0
定西市,2018,0.0,0,0.0,0,,
定西市,2019,0.0,0,0.0,0,,
定西市,2020,0.0,0,0.0,0,,
定西市,2021,0.0,0,0.0,0,,
定西市,2022,0.0,0,0.0,0,,
定西市,2023,0.0,0,0.0,0,,
定西市,2024,0.0,0,0.0,0,,
宜宾市,2015,0.0,0,0.0,0,,
宜宾市,2016,0.0,0,0.0,0,,
宜宾市,2017,0.0,0,0.0,0,,
宜宾市,2018,0.0,0,0.0,0,,
宜宾市,2019,0.0,0,0.0,0,,
宜宾市,2020,0.0,0,0.0,0,,
宜宾市,2021,,1,0.0,0,,0.0
宜宾市,2022,,1,0.0,0,,0.0
宜宾市,2023,,2,,1,,0.5
宜宾市,2024,134.01,7,46.01,3,0.343333,0.428571
宜昌市,2015,0.0,0,0.0,0,,
宜昌市,2016,15.5,2,8.0,1,0.516129,0.5
宜昌市,2017,22.54,4,0.0,0,,0.0
宜昌市,2018,,1,0.0,0,,0.0
宜昌市,2019,,1,0.0,0,,0.0
宜昌市,2020,0.0,0,0.0,0,,
宜昌市,2021,82.8,5,48.0,1,,0.2
宜昌市,2022,0.0,0,0.0,0,,
宜昌市,2023,0.0,0,0.0,0,,
宜昌市,2024,0.0,0,0.0,0,,
宜春市,2015,0.0,0,0.0,0,,
宜春市,2016,0.0,0,0.0,0,,
宜春市,2017,0.0,0,0.0,0,,
宜春市,2018,0.0,0,0.0,0,,
宜春市,2019,0.0,0,0.0,0,,
宜春市,2020,2.5,1,2.5,1,1.0,1.0
宜春市,2021,0.0,0,0.0,0,,
宜春市,2022,,3,,2,,0.666667
宜春市,2023,10.0,1,10.0,1,1.0,1.0
宜春市,2024,72.0,2,72.0,2,1.0,1.0
宝鸡市,2015,49.96,5,15.0,2,,0.4
宝鸡市,2016,72.52,8,20.0,3,,0.375
宝鸡市,2017,1.0,3,1.0,2,,0.666667
宝鸡市,2018,0.0,0,0.0,0,,
宝鸡市,2019,72.05,8,10.0,2,,0.25
