city,year,fund_established_count,fund_established_scale_rmb_m,cumulative_fund_established_count,cumulative_fund_established_scale_rmb_m,rolling5_fund_established_count,rolling5_fund_established_scale_rmb_m
厦门市,2020,21,22990.4096,80,134572.0492,76,103354.0492
厦门市,2021,20,106243.72,100,240815.7692,91,205680.148
厦门市,2022,13,18533.6742,113,259349.4434,90,209086.1522
厦门市,2023,8,4305.05,121,263654.4934,77,196276.4555
厦门市,2024,12,31504.53,133,295159.0234,74,183577.3838
厦门市,2025,3,16086.0,136,311245.0234,56,176672.9742
台州市,2015,1,2000.0,1,2000.0,1,2000.0
台州市,2016,1,300.0,2,2300.0,2,2300.0
台州市,2017,3,15100.0,5,17400.0,5,17400.0
台州市,2018,2,8864.74,7,26264.74,7,26264.74
台州市,2019,2,10000.0,9,36264.74,9,36264.74
台州市,2020,0,0.0,9,36264.74,8,34264.74
台州市,2021,4,4002.3,13,40267.04,11,37967.04
台州市,2022,6,15263.78,19,55530.82,14,38130.82
台州市,2023,2,2320.0,21,57850.82,14,31586.08
台州市,2024,0,0.0,21,57850.82,12,21586.08
台州市,2025,2,10000.01,23,67850.83,14,31586.09
合肥市,2015,4,1425.25,4,1425.25,4,1425.25
合肥市,2016,22,66013.435,26,67438.685,26,67438.685
合肥市,2017,16,14288.0,42,81726.685,42,81726.685
合肥市,2018,12,87276.05,54,169002.735,54,169002.735
合肥市,2019,22,26523.4134,76,195526.1484,76,195526.1484
合肥市,2020,11,6880.0,87,202406.1484,83,200980.8984
合肥市,2021,24,17452.4768,111,219858.6252,85,152419.9402
合肥市,2022,27,113490.5,138,333349.1252,96,251622.4402
合肥市,2023,52,162072.73,190,495421.8552,136,326419.1202
合肥市,2024,67,78223.61,257,573645.4652,181,378119.3168
合肥市,2025,8,6350.1,265,579995.5652,178,377589.4168
吉安市,2015,0,0.0,0,0.0,0,0.0
吉安市,2016,1,1535.0,1,1535.0,1,1535.0
吉安市,2017,0,0.0,1,1535.0,1,1535.0
吉安市,2018,3,660.0,4,2195.0,4,2195.0
吉安市,2019,2,1501.0,6,3696.0,6,3696.0
吉安市,2020,5,602.0,11,4298.0,11,4298.0
吉安市,2021,0,0.0,11,4298.0,10,2763.0
吉安市,2022,2,1500.0,13,5798.0,12,4263.0
吉安市,2023,12,27813.6,25,33611.6,21,31416.6
吉安市,2024,5,1190.2,30,34801.8,24,31105.8
吉安市,2025,4,4537.3276,34,39339.1276,23,35041.1276
吉林市,2015,1,1500.0,1,1500.0,1,1500.0
吉林市,2016,6,4819.332,7,6319.332,7,6319.332
吉林市,2017,4,6030.0,11,12349.332,11,12349.332
吉林市,2018,1,200.0,12,12549.332,12,12549.332
吉林市,2019,1,500.0,13,13049.332,13,13049.332
吉林市,2020,1,200.0,14,13249.332,13,11749.332
吉林市,2021,0,0.0,14,13249.332,7,6930.0
吉林市,2022,0,0.0,14,13249.332,3,900.0
吉林市,2023,0,0.0,14,13249.332,2,700.0
吉林市,2024,1,100.0,15,13349.332,2,300.0
吉林市,2025,0,0.0,15,13349.332,1,100.0
吕梁市,2015,0,0.0,0,0.0,0,0.0
吕梁市,2016,0,0.0,0,0.0,0,0.0
吕梁市,2017,4,1013.2,4,1013.2,4,1013.2
吕梁市,2018,0,0.0,4,1013.2,4,1013.2
吕梁市,2019,0,0.0,4,1013.2,4,1013.2
吕梁市,2020,1,400.0,5,1413.2,5,1413.2
吕梁市,2021,0,0.0,5,1413.2,5,1413.2
吕梁市,2022,0,0.0,5,1413.2,1,400.0
吕梁市,2023,0,0.0,5,1413.2,1,400.0
吕梁市,2024,0,0.0,5,1413.2,1,400.0
吕梁市,2025,0,0.0,5,1413.2,0,0.0
吴忠市,2015,0,0.0,0,0.0,0,0.0
吴忠市,2016,1,237.0,1,237.0,1,237.0
吴忠市,2017,0,0.0,1,237.0,1,237.0
吴忠市,2018,1,2159.5,2,2396.5,2,2396.5
吴忠市,2019,1,104.0,3,2500.5,3,2500.5
吴忠市,2020,0,0.0,3,2500.5,3,2500.5
吴忠市,2021,0,0.0,3,2500.5,2,2263.5
吴忠市,2022,0,0.0,3,2500.5,2,2263.5
吴忠市,2023,0,0.0,3,2500.5,1,104.0
吴忠市,2024,0,0.0,3,2500.5,0,0.0
吴忠市,2025,0,0.0,3,2500.5,0,0.0
周口市,2015,0,0.0,0,0.0,0,0.0
周口市,2016,0,0.0,0,0.0,0,0.0
周口市,2017,0,0.0,0,0.0,0,0.0
周口市,2018,0,0.0,0,0.0,0,0.0
周口市,2019,0,0.0,0,0.0,0,0.0
周口市,2020,0,0.0,0,0.0,0,0.0
周口市,2021,0,0.0,0,0.0,0,0.0
周口市,2022,0,0.0,0,0.0,0,0.0
周口市,2023,1,3010.0,1,3010.0,1,3010.0
周口市,2024,0,0.0,1,3010.0,1,3010.0
周口市,2025,0,0.0,1,3010.0,1,3010.0
呼伦贝尔市,2015,0,0.0,0,0.0,0,0.0
呼伦贝尔市,2016,1,2600.0,1,2600.0,1,2600.0
呼伦贝尔市,2017,0,0.0,1,2600.0,1,2600.0
呼伦贝尔市,2018,0,0.0,1,2600.0,1,2600.0
呼伦贝尔市,2019,0,0.0,1,2600.0,1,2600.0
呼伦贝尔市,2020,0,0.0,1,2600.0,1,2600.0
呼伦贝尔市,2021,0,0.0,1,2600.0,0,0.0
呼伦贝尔市,2022,0,0.0,1,2600.0,0,0.0
呼伦贝尔市,2023,0,0.0,1,2600.0,0,0.0
呼伦贝尔市,2024,0,0.0,1,2600.0,0,0.0
呼伦贝尔市,2025,0,0.0,1,2600.0,0,0.0
呼和浩特市,2015,0,0.0,0,0.0,0,0.0
呼和浩特市,2016,4,12300.02,4,12300.02,4,12300.02
呼和浩特市,2017,2,20404.0,6,32704.02,6,32704.02
呼和浩特市,2018,1,5000.0,7,37704.02,7,37704.02
呼和浩特市,2019,1,5000.0,8,42704.02,8,42704.02
呼和浩特市,2020,0,0.0,8,42704.02,8,42704.02
呼和浩特市,2021,4,1762.01,12,44466.03,8,32166.01
呼和浩特市,2022,3,1062.6,15,45528.63,9,12824.61
呼和浩特市,2023,0,0.0,15,45528.63,8,7824.61
呼和浩特市,2024,0,0.0,15,45528.63,7,2824.61
呼和浩特市,2025,0,0.0,15,45528.63,7,2824.61
咸宁市,2015,0,0.0,0,0.0,0,0.0
咸宁市,2016,1,5000.0,1,5000.0,1,5000.0
咸宁市,2017,1,5000.0,2,10000.0,2,10000.0
咸宁市,2018,2,600.0,4,10600.0,4,10600.0
咸宁市,2019,1,247.5,5,10847.5,5,10847.5
咸宁市,2020,1,,6,,6,
咸宁市,2021,0,0.0,6,,5,
咸宁市,2022,0,0.0,6,,4,
咸宁市,2023,0,0.0,6,,2,
咸宁市,2024,0,0.0,6,,1,
咸宁市,2025,0,0.0,6,,0,0.0
咸阳市,2015,0,0.0,0,0.0,0,0.0
咸阳市,2016,1,100.0,1,100.0,1,100.0
咸阳市,2017,0,0.0,1,100.0,1,100.0
咸阳市,2018,0,0.0,1,100.0,1,100.0
咸阳市,2019,0,0.0,1,100.0,1,100.0
咸阳市,2020,3,957.51,4,1057.51,4,1057.51
咸阳市,2021,5,4259.0,9,5316.51,8,5216.51
咸阳市,2022,7,4649.1,16,9965.61,15,9865.61
咸阳市,2023,7,10502.3,23,20467.91,22,20367.91
咸阳市,2024,4,2250.1,27,22718.01,26,22618.01
咸阳市,2025,1,1000.0,28,23718.01,24,22660.5
哈尔滨市,2015,0,0.0,0,0.0,0,0.0
哈尔滨市,2016,3,15320.2,3,15320.2,3,15320.2
哈尔滨市,2017,2,1404.0,5,16724.2,5,16724.2
哈尔滨市,2018,6,14074.0,11,30798.2,11,30798.2
哈尔滨市,2019,3,903.0,14,31701.2,14,31701.2
哈尔滨市,2020,4,7231.0,18,38932.2,18,38932.2
哈尔滨市,2021,1,200.0,19,39132.2,16,23812.0
哈尔滨市,2022,0,0.0,19,39132.2,14,22408.0
哈尔滨市,2023,1,3000.0,20,42132.2,9,11334.0
哈尔滨市,2024,2,21000.0,22,63132.2,8,31431.0
哈尔滨市,2025,1,505.0,23,63637.2,5,24705.0
唐山市,2015,1,100.0,1,100.0,1,100.0
唐山市,2016,4,1234.15,5,1334.15,5,1334.15
唐山市,2017,4,101400.15,9,102734.3,9,102734.3
唐山市,2018,3,400.0,12,103134.3,12,103134.3
唐山市,2019,1,100.0,13,103234.3,13,103234.3
唐山市,2020,1,30000.0,14,133234.3,13,133134.3
唐山市,2021,0,0.0,14,133234.3,9,131900.15
唐山市,2022,0,0.0,14,133234.3,5,30500.0
唐山市,2023,7,8860.0,21,142094.3,9,38960.0
唐山市,2024,0,0.0,21,142094.3,8,38860.0
唐山市,2025,0,0.0,21,142094.3,7,8860.0
商丘市,2015,0,0.0,0,0.0,0,0.0
商丘市,2016,0,0.0,0,0.0,0,0.0
商丘市,2017,1,200.0,1,200.0,1,200.0
商丘市,2018,1,300.0,2,500.0,2,500.0
商丘市,2019,0,0.0,2,500.0,2,500.0
商丘市,2020,0,0.0,2,500.0,2,500.0
商丘市,2021,0,0.0,2,500.0,2,500.0
商丘市,2022,0,0.0,2,500.0,1,300.0
商丘市,2023,0,0.0,2,500.0,0,0.0
商丘市,2024,0,0.0,2,500.0,0,0.0
商丘市,2025,0,0.0,2,500.0,0,0.0
喀什地区,2015,0,0.0,0,0.0,0,0.0
喀什地区,2016,0,0.0,0,0.0,0,0.0
喀什地区,2017,0,0.0,0,0.0,0,0.0
喀什地区,2018,0,0.0,0,0.0,0,0.0
喀什地区,2019,0,0.0,0,0.0,0,0.0
喀什地区,2020,0,0.0,0,0.0,0,0.0
喀什地区,2021,0,0.0,0,0.0,0,0.0
喀什地区,2022,0,0.0,0,0.0,0,0.0
喀什地区,2023,0,0.0,0,0.0,0,0.0
喀什地区,2024,0,0.0,0,0.0,0,0.0
喀什地区,2025,1,5000.0,1,5000.0,1,5000.0
嘉兴市,2015,2,581.0,2,581.0,2,581.0
嘉兴市,2016,15,15918.5917,17,16499.5917,17,16499.5917
嘉兴市,2017,10,5911.795,27,22411.3867,27,22411.3867
嘉兴市,2018,9,2785.6,36,25196.9867,36,25196.9867
嘉兴市,2019,6,1937.7857,42,27134.7724,42,27134.7724
嘉兴市,2020,6,6335.0,48,33469.7724,46,32888.7724
嘉兴市,2021,16,12465.7,64,45935.4724,47,29435.8807
嘉兴市,2022,11,7234.01,75,53169.4824,48,30758.0957
嘉兴市,2023,5,867.11,80,54036.5924,44,28839.6057
嘉兴市,2024,7,3243.0,87,57279.5924,45,30144.82
嘉兴市,2025,3,1220.01,90,58499.6024,42,25029.83
四平市,2015,0,0.0,0,0.0,0,0.0
四平市,2016,0,0.0,0,0.0,0,0.0
四平市,2017,1,8000.0,1,8000.0,1,8000.0
四平市,2018,0,0.0,1,8000.0,1,8000.0
四平市,2019,0,0.0,1,8000.0,1,8000.0
四平市,2020,0,0.0,1,8000.0,1,8000.0
四平市,2021,0,0.0,1,8000.0,1,8000.0
四平市,2022,0,0.0,1,8000.0,0,0.0
四平市,2023,0,0.0,1,8000.0,0,0.0
四平市,2024,0,0.0,1,8000.0,0,0.0
四平市,2025,0,0.0,1,8000.0,0,0.0
大同市,2015,0,0.0,0,0.0,0,0.0
大同市,2016,1,2000.0,1,2000.0,1,2000.0
大同市,2017,0,0.0,1,2000.0,1,2000.0
大同市,2018,0,0.0,1,2000.0,1,2000.0
大同市,2019,5,3578.7,6,5578.7,6,5578.7
大同市,2020,2,425.0,8,6003.7,8,6003.7
大同市,2021,1,202.0,9,6205.7,8,4205.7
大同市,2022,2,401.0,11,6606.7,10,4606.7
大同市,2023,2,202.0,13,6808.7,12,4808.7
大同市,2024,1,500.0,14,7308.7,8,1730.0
大同市,2025,0,0.0,14,7308.7,6,1305.0
大庆市,2015,0,0.0,0,0.0,0,0.0
大庆市,2016,0,0.0,0,0.0,0,0.0
大庆市,2017,1,303.0,1,303.0,1,303.0
大庆市,2018,0,0.0,1,303.0,1,303.0
大庆市,2019,0,0.0,1,303.0,1,303.0
大庆市,2020,0,0.0,1,303.0,1,303.0
大庆市,2021,0,0.0,1,303.0,1,303.0
大庆市,2022,0,0.0,1,303.0,0,0.0
大庆市,2023,0,0.0,1,303.0,0,0.0
大庆市,2024,0,0.0,1,303.0,0,0.0
大庆市,2025,0,0.0,1,303.0,0,0.0
大连市,2015,1,5000.0,1,5000.0,1,5000.0
大连市,2016,0,0.0,1,5000.0,1,5000.0
大连市,2017,3,35500.0,4,40500.0,4,40500.0
大连市,2018,2,1766.0,6,42266.0,6,42266.0
大连市,2019,0,0.0,6,42266.0,6,42266.0
大连市,2020,2,300.0,8,42566.0,7,37566.0
大连市,2021,0,0.0,8,42566.0,7,37566.0
大连市,2022,0,0.0,8,42566.0,4,2066.0
大连市,2023,0,0.0,8,42566.0,2,300.0
大连市,2024,1,10000.0,9,52566.0,3,10300.0
大连市,2025,0,0.0,9,52566.0,1,10000.0
天水市,2015,0,0.0,0,0.0,0,0.0
天水市,2016,0,0.0,0,0.0,0,0.0
天水市,2017,0,0.0,0,0.0,0,0.0
天水市,2018,1,285.0,1,285.0,1,285.0
天水市,2019,0,0.0,1,285.0,1,285.0
天水市,2020,0,0.0,1,285.0,1,285.0
天水市,2021,0,0.0,1,285.0,1,285.0
天水市,2022,0,0.0,1,285.0,1,285.0
天水市,2023,0,0.0,1,285.0,0,0.0
天水市,2024,0,0.0,1,285.0,0,0.0
天水市,2025,0,0.0,1,285.0,0,0.0
天津市,2015,3,6000.0,3,6000.0,3,6000.0
天津市,2016,12,8626.7093,15,14626.7093,15,14626.7093
天津市,2017,10,32891.01,25,47517.7193,25,47517.7193
天津市,2018,18,71796.01,43,119313.7293,43,119313.7293
天津市,2019,18,78328.176,61,197641.9053,61,197641.9053
天津市,2020,14,18324.02,75,215965.9253,72,209965.9253
天津市,2021,17,83638.18,92,299604.1053,77,284977.396
天津市,2022,21,41938.5,113,341542.6053,88,294024.886
天津市,2023,23,25738.8,136,367281.4053,93,247967.676
天津市,2024,22,13062.15,158,380343.5553,97,182701.65
天津市,2025,3,3636.1,161,383979.6553,86,168013.73
太原市,2015,3,1003.0,3,1003.0,3,1003.0
太原市,2016,4,12200.0,7,13203.0,7,13203.0
太原市,2017,3,603.1,10,13806.1,10,13806.1
太原市,2018,6,11796.0,16,25602.1,16,25602.1
太原市,2019,14,39223.59,30,64825.69,30,64825.69
太原市,2020,3,717.0,33,65542.69,30,64539.69
太原市,2021,7,5395.0,40,70937.69,33,57734.69
太原市,2022,4,3525.0,44,74462.69,34,60656.59
太原市,2023,5,3875.0,49,78337.69,33,52735.59
太原市,2024,1,1010.0,50,79347.69,20,14522.0
太原市,2025,2,2001.0,52,81348.69,19,15806.0
威海市,2015,0,0.0,0,0.0,0,0.0
威海市,2016,1,100.1,1,100.1,1,100.1
威海市,2017,0,0.0,1,100.1,1,100.1
威海市,2018,1,2500.0,2,2600.1,2,2600.1
威海市,2019,4,4200.0,6,6800.1,6,6800.1
威海市,2020,6,1523.0,12,8323.1,12,8323.1
威海市,2021,2,200.0,14,8523.1,13,8423.0
威海市,2022,3,4580.0,17,13103.1,16,13003.0
威海市,2023,2,700.0,19,13803.1,17,11203.0
威海市,2024,1,500.0,20,14303.1,14,7503.0
威海市,2025,0,0.0,20,14303.1,8,5980.0
娄底市,2015,0,0.0,0,0.0,0,0.0
娄底市,2016,1,760.0,1,760.0,1,760.0
娄底市,2017,1,1240.0,2,2000.0,2,2000.0
娄底市,2018,0,0.0,2,2000.0,2,2000.0
娄底市,2019,0,0.0,2,2000.0,2,2000.0
娄底市,2020,0,0.0,2,2000.0,2,2000.0
娄底市,2021,0,0.0,2,2000.0,1,1240.0
娄底市,2022,0,0.0,2,2000.0,0,0.0
娄底市,2023,0,0.0,2,2000.0,0,0.0
娄底市,2024,0,0.0,2,2000.0,0,0.0
娄底市,2025,0,0.0,2,2000.0,0,0.0
孝感市,2015,0,0.0,0,0.0,0,0.0
孝感市,2016,2,1268.01,2,1268.01,2,1268.01
孝感市,2017,0,0.0,2,1268.01,2,1268.01
孝感市,2018,0,0.0,2,1268.01,2,1268.01
孝感市,2019,0,0.0,2,1268.01,2,1268.01
孝感市,2020,0,0.0,2,1268.01,2,1268.01
孝感市,2021,0,0.0,2,1268.01,0,0.0
孝感市,2022,0,0.0,2,1268.01,0,0.0
孝感市,2023,1,500.0,3,1768.01,1,500.0
孝感市,2024,0,0.0,3,1768.01,1,500.0
孝感市,2025,0,0.0,3,1768.01,1,500.0
宁德市,2015,0,0.0,0,0.0,0,0.0
宁德市,2016,0,0.0,0,0.0,0,0.0
宁德市,2017,2,1500.1,2,1500.1,2,1500.1
宁德市,2018,0,0.0,2,1500.1,2,1500.1
宁德市,2019,0,0.0,2,1500.1,2,1500.1
宁德市,2020,0,0.0,2,1500.1,2,1500.1
宁德市,2021,0,0.0,2,1500.1,2,1500.1
宁德市,2022,1,20000.0,3,21500.1,1,20000.0
宁德市,2023,0,0.0,3,21500.1,1,20000.0
宁德市,2024,0,0.0,3,21500.1,1,20000.0
宁德市,2025,0,0.0,3,21500.1,1,20000.0
宁波市,2015,1,10000.0,1,10000.0,1,10000.0
宁波市,2016,17,41108.3405,18,51108.3405,18,51108.3405
宁波市,2017,20,16692.064,38,67800.4045,38,67800.4045
宁波市,2018,9,24997.7,47,92798.1045,47,92798.1045
宁波市,2019,5,15592.3823,52,108390.4868,52,108390.4868
宁波市,2020,5,6473.3,57,114863.7868,56,104863.7868
宁波市,2021,8,6383.0,65,121246.7868,47,70138.4463
宁波市,2022,7,12293.8,72,133540.5868,34,65740.1823
宁波市,2023,3,12400.0,75,145940.5868,28,53142.4823
宁波市,2024,4,6110.01,79,152050.5968,27,43660.11
宁波市,2025,1,50.01,80,152100.6068,23,37236.82
安庆市,2015,0,0.0,0,0.0,0,0.0
安庆市,2016,1,900.0,1,900.0,1,900.0
安庆市,2017,2,4820.1,3,5720.1,3,5720.1
安庆市,2018,3,1900.0,6,7620.1,6,7620.1
安庆市,2019,4,4816.17,10,12436.27,10,12436.27
安庆市,2020,2,1655.56,12,14091.83,12,14091.83
安庆市,2021,1,150.0,13,14241.83,12,13341.83
安庆市,2022,3,700.0,16,14941.83,13,9221.73
安庆市,2023,2,3000.0,18,17941.83,12,10321.73
安庆市,2024,3,2735.03,21,20676.86,11,8240.59
安庆市,2025,0,0.0,21,20676.86,9,6585.03
安康市,2015,0,0.0,0,0.0,0,0.0
安康市,2016,0,0.0,0,0.0,0,0.0
安康市,2017,1,50.0,1,50.0,1,50.0
安康市,2018,0,0.0,1,50.0,1,50.0
安康市,2019,0,0.0,1,50.0,1,50.0
安康市,2020,0,0.0,1,50.0,1,50.0
安康市,2021,1,500.0,2,550.0,2,550.0
安康市,2022,0,0.0,2,550.0,1,500.0
安康市,2023,0,0.0,2,550.0,1,500.0
安康市,2024,0,0.0,2,550.0,1,500.0
安康市,2025,0,0.0,2,550.0,1,500.0
安阳市,2015,0,0.0,0,0.0,0,0.0
安阳市,2016,0,0.0,0,0.0,0,0.0
安阳市,2017,0,0.0,0,0.0,0,0.0
安阳市,2018,1,,1,,1,
安阳市,2019,1,181.6,2,,2,
安阳市,2020,1,5000.0,3,,3,
安阳市,2021,0,0.0,3,,3,
安阳市,2022,1,207.0,4,,4,
安阳市,2023,0,0.0,4,,3,5388.6
安阳市,2024,0,0.0,4,,2,5207.0
安阳市,2025,0,0.0,4,,1,207.0
安顺市,2015,0,0.0,0,0.0,0,0.0
安顺市,2016,3,5020.03,3,5020.03,3,5020.03
安顺市,2017,0,0.0,3,5020.03,3,5020.03
安顺市,2018,0,0.0,3,5020.03,3,5020.03
安顺市,2019,0,0.0,3,5020.03,3,5020.03
安顺市,2020,0,0.0,3,5020.03,3,5020.03
安顺市,2021,0,0.0,3,5020.03,0,0.0
安顺市,2022,0,0.0,3,5020.03,0,0.0
安顺市,2023,0,0.0,3,5020.03,0,0.0
安顺市,2024,1,2000.0,4,7020.03,1,2000.0
安顺市,2025,0,0.0,4,7020.03,1,2000.0
宜宾市,2015,0,0.0,0,0.0,0,0.0
宜宾市,2016,0,0.0,0,0.0,0,0.0
宜宾市,2017,0,0.0,0,0.0,0,0.0
宜宾市,2018,2,12000.0,2,12000.0,2,12000.0
宜宾市,2019,1,142.5,3,12142.5,3,12142.5
宜宾市,2020,1,156.0,4,12298.5,4,12298.5
宜宾市,2021,2,2012.0,6,14310.5,6,14310.5
宜宾市,2022,0,0.0,6,14310.5,6,14310.5
宜宾市,2023,3,19801.0,9,34111.5,7,22111.5
宜宾市,2024,1,550.1,10,34661.6,7,22519.1
宜宾市,2025,0,0.0,10,34661.6,6,22363.1
宜昌市,2015,0,0.0,0,0.0,0,0.0
宜昌市,2016,5,20951.0,5,20951.0,5,20951.0
宜昌市,2017,5,1435.676,10,22386.676,10,22386.676
宜昌市,2018,8,2437.5,18,24824.176,18,24824.176
宜昌市,2019,5,2087.5,23,26911.676,23,26911.676
宜昌市,2020,6,2492.5,29,29404.176,29,29404.176
宜昌市,2021,0,0.0,29,29404.176,24,8453.176
宜昌市,2022,1,500.0,30,29904.176,20,7517.5
宜昌市,2023,1,5000.0,31,34904.176,13,10080.0
宜昌市,2024,3,1500.0,34,36404.176,11,9492.5
宜昌市,2025,0,0.0,34,36404.176,5,7000.0
宜春市,2015,0,0.0,0,0.0,0,0.0
宜春市,2016,0,0.0,0,0.0,0,0.0
宜春市,2017,6,5573.0,6,5573.0,6,5573.0
宜春市,2018,7,17817.5,13,23390.5,13,23390.5
宜春市,2019,2,162.25,15,23552.75,15,23552.75
宜春市,2020,4,2374.2,19,25926.95,19,25926.95
宜春市,2021,2,2750.0,21,28676.95,21,28676.95
宜春市,2022,2,1000.0,23,29676.95,17,24103.95
宜春市,2023,0,0.0,23,29676.95,10,6286.45
宜春市,2024,2,11000.0,25,40676.95,10,17124.2
宜春市,2025,0,0.0,25,40676.95,6,14750.0
宝鸡市,2015,0,0.0,0,0.0,0,0.0
宝鸡市,2016,0,0.0,0,0.0,0,0.0
宝鸡市,2017,3,1941.81,3,1941.81,3,1941.81
宝鸡市,2018,1,101.0,4,2042.81,4,2042.81
宝鸡市,2019,0,0.0,4,2042.81,4,2042.81
宝鸡市,2020,0,0.0,4,2042.81,4,2042.81
宝鸡市,2021,3,601.0,7,2643.81,7,2643.81
宝鸡市,2022,3,700.0,10,3343.81,7,1402.0
宝鸡市,2023,1,100.0,11,3443.81,7,1401.0
宝鸡市,2024,0,0.0,11,3443.81,7,1401.0
宝鸡市,2025,0,0.0,11,3443.81,7,1401.0
宣城市,2015,0,0.0,0,0.0,0,0.0
宣城市,2016,2,1500.0,2,1500.0,2,1500.0
宣城市,2017,2,4495.0,4,5995.0,4,5995.0
宣城市,2018,3,1374.1,7,7369.1,7,7369.1
宣城市,2019,2,1553.0,9,8922.1,9,8922.1
宣城市,2020,1,1200.1,10,10122.2,10,10122.2
宣城市,2021,1,100.0,11,10222.2,9,8722.2
宣城市,2022,1,260.0,12,10482.2,8,4487.2
宣城市,2023,8,10999.0,20,21481.2,13,14112.1
宣城市,2024,7,7100.0,27,28581.2,18,19659.1
宣城市,2025,0,0.0,27,28581.2,17,18459.0
宿州市,2015,0,0.0,0,0.0,0,0.0
宿州市,2016,1,109.1,1,109.1,1,109.1
宿州市,2017,4,2356.78,5,2465.88,5,2465.88
宿州市,2018,2,,7,,7,
宿州市,2019,1,1000.0,8,,8,
宿州市,2020,1,1000.0,9,,9,
宿州市,2021,0,0.0,9,,8,
宿州市,2022,6,6277.85,15,,10,
宿州市,2023,4,3200.0,19,,12,11477.85
宿州市,2024,5,3500.0,24,,16,13977.85
宿州市,2025,0,0.0,24,,15,12977.85
宿迁市,2015,0,0.0,0,0.0,0,0.0
宿迁市,2016,0,0.0,0,0.0,0,0.0
宿迁市,2017,2,2817.3167,2,2817.3167,2,2817.3167
宿迁市,2018,1,300.0,3,3117.3167,3,3117.3167
宿迁市,2019,3,5700.0,6,8817.3167,6,8817.3167
宿迁市,2020,1,300.0,7,9117.3167,7,9117.3167
宿迁市,2021,3,2200.0,10,11317.3167,10,11317.3167
宿迁市,2022,2,875.0,12,12192.3167,10,9375.0
宿迁市,2023,3,1800.0,15,13992.3167,12,10875.0
宿迁市,2024,1,1000.0,16,14992.3167,10,6175.0
宿迁市,2025,0,0.0,16,14992.3167,9,5875.0
岳阳市,2015,0,0.0,0,0.0,0,0.0
岳阳市,2016,0,0.0,0,0.0,0,0.0
岳阳市,2017,0,0.0,0,0.0,0,0.0
岳阳市,2018,0,0.0,0,0.0,0,0.0
岳阳市,2019,0,0.0,0,0.0,0,0.0
岳阳市,2020,0,0.0,0,0.0,0,0.0
岳阳市,2021,1,5000.0,1,5000.0,1,5000.0
岳阳市,2022,0,0.0,1,5000.0,1,5000.0
岳阳市,2023,0,0.0,1,5000.0,1,5000.0
岳阳市,2024,0,0.0,1,5000.0,1,5000.0
岳阳市,2025,0,0.0,1,5000.0,1,5000.0
崇左市,2015,0,0.0,0,0.0,0,0.0
崇左市,2016,0,0.0,0,0.0,0,0.0
崇左市,2017,0,0.0,0,0.0,0,0.0
崇左市,2018,0,0.0,0,0.0,0,0.0
崇左市,2019,0,0.0,0,0.0,0,0.0
崇左市,2020,1,1000.0,1,1000.0,1,1000.0
崇左市,2021,0,0.0,1,1000.0,1,1000.0
崇左市,2022,0,0.0,1,1000.0,1,1000.0
崇左市,2023,0,0.0,1,1000.0,1,1000.0
崇左市,2024,0,0.0,1,1000.0,1,1000.0
崇左市,2025,0,0.0,1,1000.0,0,0.0
巴中市,2015,0,0.0,0,0.0,0,0.0
巴中市,2016,2,2020.0,2,2020.0,2,2020.0
巴中市,2017,1,50.0,3,2070.0,3,2070.0
巴中市,2018,1,1500.0,4,3570.0,4,3570.0
巴中市,2019,0,0.0,4,3570.0,4,3570.0
巴中市,2020,0,0.0,4,3570.0,4,3570.0
巴中市,2021,0,0.0,4,3570.0,2,1550.0
巴中市,2022,0,0.0,4,3570.0,1,1500.0
巴中市,2023,0,0.0,4,3570.0,0,0.0
巴中市,2024,0,0.0,4,3570.0,0,0.0
巴中市,2025,0,0.0,4,3570.0,0,0.0
巴音郭楞蒙古自治州,2015,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2016,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2017,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2018,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2019,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2020,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2021,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2022,0,0.0,0,0.0,0,0.0
巴音郭楞蒙古自治州,2023,2,800.0,2,800.0,2,800.0
巴音郭楞蒙古自治州,2024,1,1000.0,3,1800.0,3,1800.0
巴音郭楞蒙古自治州,2025,0,0.0,3,1800.0,3,1800.0
常州市,2015,0,0.0,0,0.0,0,0.0
常州市,2016,7,2660.162,7,2660.162,7,2660.162
常州市,2017,9,18957.8,16,21617.962,16,21617.962
常州市,2018,5,3466.5452,21,25084.5072,21,25084.5072
常州市,2019,7,4950.0,28,30034.5072,28,30034.5072
常州市,2020,4,760.25,32,30794.7572,32,30794.7572
常州市,2021,8,13216.0,40,44010.7572,33,41350.5952
常州市,2022,18,63795.04,58,107805.7972,42,86187.8352
常州市,2023,9,8696.4,67,116502.1972,46,91417.69
常州市,2024,11,14685.4,78,131187.5972,50,101153.09
常州市,2025,0,0.0,78,131187.5972,46,100392.84
常德市,2015,0,0.0,0,0.0,0,0.0
常德市,2016,1,215.0,1,215.0,1,215.0
常德市,2017,0,0.0,1,215.0,1,215.0
常德市,2018,5,4451.0,6,4666.0,6,4666.0
