city,year,fund_established_count,fund_established_scale_rmb_m,cumulative_fund_established_count,cumulative_fund_established_scale_rmb_m,rolling5_fund_established_count,rolling5_fund_established_scale_rmb_m
金昌市,2016,0,0.0,0,0.0,0,0.0
金昌市,2017,0,0.0,0,0.0,0,0.0
金昌市,2018,0,0.0,0,0.0,0,0.0
金昌市,2019,0,0.0,0,0.0,0,0.0
金昌市,2020,0,0.0,0,0.0,0,0.0
金昌市,2021,0,0.0,0,0.0,0,0.0
金昌市,2022,0,0.0,0,0.0,0,0.0
金昌市,2023,0,0.0,0,0.0,0,0.0
金昌市,2024,1,160.0,1,160.0,1,160.0
金昌市,2025,0,0.0,1,160.0,1,160.0
钦州市,2015,0,0.0,0,0.0,0,0.0
钦州市,2016,0,0.0,0,0.0,0,0.0
钦州市,2017,2,5053.75,2,5053.75,2,5053.75
钦州市,2018,2,3400.0,4,8453.75,4,8453.75
钦州市,2019,0,0.0,4,8453.75,4,8453.75
钦州市,2020,1,121.5,5,8575.25,5,8575.25
钦州市,2021,0,0.0,5,8575.25,5,8575.25
钦州市,2022,0,0.0,5,8575.25,3,3521.5
钦州市,2023,0,0.0,5,8575.25,1,121.5
钦州市,2024,0,0.0,5,8575.25,1,121.5
钦州市,2025,0,0.0,5,8575.25,0,0.0
铜仁市,2015,0,0.0,0,0.0,0,0.0
铜仁市,2016,2,51800.0,2,51800.0,2,51800.0
铜仁市,2017,0,0.0,2,51800.0,2,51800.0
铜仁市,2018,0,0.0,2,51800.0,2,51800.0
铜仁市,2019,0,0.0,2,51800.0,2,51800.0
铜仁市,2020,0,0.0,2,51800.0,2,51800.0
铜仁市,2021,0,0.0,2,51800.0,0,0.0
铜仁市,2022,0,0.0,2,51800.0,0,0.0
铜仁市,2023,0,0.0,2,51800.0,0,0.0
铜仁市,2024,0,0.0,2,51800.0,0,0.0
铜仁市,2025,0,0.0,2,51800.0,0,0.0
铜川市,2015,0,0.0,0,0.0,0,0.0
铜川市,2016,2,2700.0,2,2700.0,2,2700.0
铜川市,2017,0,0.0,2,2700.0,2,2700.0
铜川市,2018,0,0.0,2,2700.0,2,2700.0
铜川市,2019,1,200.0,3,2900.0,3,2900.0
铜川市,2020,1,480.0,4,3380.0,4,3380.0
铜川市,2021,0,0.0,4,3380.0,2,680.0
铜川市,2022,0,0.0,4,3380.0,2,680.0
铜川市,2023,0,0.0,4,3380.0,2,680.0
铜川市,2024,0,0.0,4,3380.0,1,480.0
铜川市,2025,0,0.0,4,3380.0,0,0.0
铜陵市,2015,0,0.0,0,0.0,0,0.0
铜陵市,2016,1,2000.0,1,2000.0,1,2000.0
铜陵市,2017,3,2302.0,4,4302.0,4,4302.0
铜陵市,2018,0,0.0,4,4302.0,4,4302.0
铜陵市,2019,2,2100.0,6,6402.0,6,6402.0
铜陵市,2020,0,0.0,6,6402.0,6,6402.0
铜陵市,2021,3,1845.0,9,8247.0,8,6247.0
铜陵市,2022,2,2004.0,11,10251.0,7,5949.0
铜陵市,2023,2,1662.7,13,11913.7,9,7611.7
铜陵市,2024,1,1000.0,14,12913.7,8,6511.7
铜陵市,2025,0,0.0,14,12913.7,8,6511.7
银川市,2015,6,3590.25,6,3590.25,6,3590.25
银川市,2016,7,7370.01,13,10960.26,13,10960.26
银川市,2017,7,4383.76,20,15344.02,20,15344.02
银川市,2018,4,15132.5,24,30476.52,24,30476.52
银川市,2019,5,2651.25,29,33127.77,29,33127.77
银川市,2020,1,400.0,30,33527.77,24,29937.52
银川市,2021,2,4401.0,32,37928.77,19,26968.51
银川市,2022,9,16226.0,41,54154.77,21,38810.75
银川市,2023,5,2403.0,46,56557.77,22,26081.25
银川市,2024,1,401.0,47,56958.77,18,23831.0
银川市,2025,1,1000.0,48,57958.77,18,24431.0
锡林郭勒盟,2015,0,0.0,0,0.0,0,0.0
锡林郭勒盟,2016,1,2000.0,1,2000.0,1,2000.0
锡林郭勒盟,2017,0,0.0,1,2000.0,1,2000.0
锡林郭勒盟,2018,0,0.0,1,2000.0,1,2000.0
锡林郭勒盟,2019,0,0.0,1,2000.0,1,2000.0
锡林郭勒盟,2020,0,0.0,1,2000.0,1,2000.0
锡林郭勒盟,2021,0,0.0,1,2000.0,0,0.0
锡林郭勒盟,2022,0,0.0,1,2000.0,0,0.0
锡林郭勒盟,2023,0,0.0,1,2000.0,0,0.0
锡林郭勒盟,2024,0,0.0,1,2000.0,0,0.0
锡林郭勒盟,2025,0,0.0,1,2000.0,0,0.0
镇江市,2015,0,0.0,0,0.0,0,0.0
镇江市,2016,7,38210.0,7,38210.0,7,38210.0
镇江市,2017,1,45.0,8,38255.0,8,38255.0
镇江市,2018,3,8250.0,11,46505.0,11,46505.0
镇江市,2019,3,221.0,14,46726.0,14,46726.0
镇江市,2020,0,0.0,14,46726.0,14,46726.0
镇江市,2021,0,0.0,14,46726.0,7,8516.0
镇江市,2022,0,0.0,14,46726.0,6,8471.0
镇江市,2023,0,0.0,14,46726.0,3,221.0
镇江市,2024,0,0.0,14,46726.0,0,0.0
镇江市,2025,0,0.0,14,46726.0,0,0.0
长春市,2015,0,0.0,0,0.0,0,0.0
长春市,2016,9,15103.9278,9,15103.9278,9,15103.9278
长春市,2017,7,8059.0,16,23162.9278,16,23162.9278
长春市,2018,14,33034.45,30,56197.3778,30,56197.3778
长春市,2019,8,14019.9,38,70217.2778,38,70217.2778
长春市,2020,7,8143.0,45,78360.2778,45,78360.2778
长春市,2021,6,3900.0,51,82260.2778,42,67156.35
长春市,2022,4,30700.0,55,112960.2778,39,89797.35
长春市,2023,6,3278.2,61,116238.4778,31,60041.1
长春市,2024,4,2305.0,65,118543.4778,27,48326.2
长春市,2025,0,0.0,65,118543.4778,20,40183.2
长沙市,2015,0,0.0,0,0.0,0,0.0
长沙市,2016,8,37180.5,8,37180.5,8,37180.5
长沙市,2017,6,3798.1252,14,40978.6252,14,40978.6252
长沙市,2018,15,10851.9243,29,51830.5495,29,51830.5495
长沙市,2019,16,32180.5472,45,84011.0967,45,84011.0967
长沙市,2020,18,25822.3333,63,109833.43,63,109833.43
长沙市,2021,20,19387.3286,83,129220.7586,75,92040.2586
长沙市,2022,19,17824.0,102,147044.7586,88,106066.1334
长沙市,2023,14,46015.6,116,193060.3586,87,141229.8091
长沙市,2024,18,60071.975,134,253132.3336,89,169121.2369
长沙市,2025,8,5678.1,142,258810.4336,79,148977.0036
长治市,2015,0,0.0,0,0.0,0,0.0
长治市,2016,1,1000.0,1,1000.0,1,1000.0
长治市,2017,0,0.0,1,1000.0,1,1000.0
长治市,2018,0,0.0,1,1000.0,1,1000.0
长治市,2019,1,10000.0,2,11000.0,2,11000.0
长治市,2020,2,1160.0,4,12160.0,4,12160.0
长治市,2021,2,301.0,6,12461.0,5,11461.0
长治市,2022,3,601.0,9,13062.0,8,12062.0
长治市,2023,0,0.0,9,13062.0,8,12062.0
长治市,2024,1,501.0,10,13563.0,8,2563.0
长治市,2025,0,0.0,10,13563.0,6,1403.0
阜阳市,2015,0,0.0,0,0.0,0,0.0
阜阳市,2016,1,100.0,1,100.0,1,100.0
阜阳市,2017,0,0.0,1,100.0,1,100.0
阜阳市,2018,2,380.0,3,480.0,3,480.0
阜阳市,2019,2,400.0,5,880.0,5,880.0
阜阳市,2020,2,200.0,7,1080.0,7,1080.0
阜阳市,2021,2,1400.0,9,2480.0,8,2380.0
阜阳市,2022,1,200.0,10,2680.0,9,2580.0
阜阳市,2023,1,200.0,11,2880.0,8,2400.0
阜阳市,2024,2,1500.0,13,4380.0,8,3500.0
阜阳市,2025,0,0.0,13,4380.0,6,3300.0
防城港市,2015,0,0.0,0,0.0,0,0.0
防城港市,2016,0,0.0,0,0.0,0,0.0
防城港市,2017,0,0.0,0,0.0,0,0.0
防城港市,2018,1,101.1,1,101.1,1,101.1
防城港市,2019,1,100.0,2,201.1,2,201.1
防城港市,2020,0,0.0,2,201.1,2,201.1
防城港市,2021,0,0.0,2,201.1,2,201.1
防城港市,2022,0,0.0,2,201.1,2,201.1
防城港市,2023,0,0.0,2,201.1,1,100.0
防城港市,2024,0,0.0,2,201.1,0,0.0
防城港市,2025,0,0.0,2,201.1,0,0.0
阳江市,2015,0,0.0,0,0.0,0,0.0
阳江市,2016,0,0.0,0,0.0,0,0.0
阳江市,2017,1,401.0,1,401.0,1,401.0
阳江市,2018,0,0.0,1,401.0,1,401.0
阳江市,2019,0,0.0,1,401.0,1,401.0
阳江市,2020,0,0.0,1,401.0,1,401.0
阳江市,2021,0,0.0,1,401.0,1,401.0
阳江市,2022,0,0.0,1,401.0,0,0.0
阳江市,2023,0,0.0,1,401.0,0,0.0
阳江市,2024,0,0.0,1,401.0,0,0.0
阳江市,2025,1,800.0,2,1201.0,1,800.0
阳泉市,2015,0,0.0,0,0.0,0,0.0
阳泉市,2016,0,0.0,0,0.0,0,0.0
阳泉市,2017,1,400.1,1,400.1,1,400.1
阳泉市,2018,0,0.0,1,400.1,1,400.1
阳泉市,2019,0,0.0,1,400.1,1,400.1
阳泉市,2020,0,0.0,1,400.1,1,400.1
阳泉市,2021,0,0.0,1,400.1,1,400.1
阳泉市,2022,0,0.0,1,400.1,0,0.0
阳泉市,2023,0,0.0,1,400.1,0,0.0
阳泉市,2024,1,3001.0,2,3401.1,1,3001.0
阳泉市,2025,0,0.0,2,3401.1,1,3001.0
阿克苏地区,2015,0,0.0,0,0.0,0,0.0
阿克苏地区,2016,0,0.0,0,0.0,0,0.0
阿克苏地区,2017,0,0.0,0,0.0,0,0.0
阿克苏地区,2018,0,0.0,0,0.0,0,0.0
阿克苏地区,2019,0,0.0,0,0.0,0,0.0
阿克苏地区,2020,0,0.0,0,0.0,0,0.0
阿克苏地区,2021,1,200.5,1,200.5,1,200.5
阿克苏地区,2022,0,0.0,1,200.5,1,200.5
阿克苏地区,2023,1,502.0,2,702.5,2,702.5
阿克苏地区,2024,2,2000.0,4,2702.5,4,2702.5
阿克苏地区,2025,2,402.0,6,3104.5,6,3104.5
阿勒泰地区,2015,0,0.0,0,0.0,0,0.0
阿勒泰地区,2016,1,5005.0,1,5005.0,1,5005.0
阿勒泰地区,2017,0,0.0,1,5005.0,1,5005.0
阿勒泰地区,2018,0,0.0,1,5005.0,1,5005.0
阿勒泰地区,2019,0,0.0,1,5005.0,1,5005.0
阿勒泰地区,2020,0,0.0,1,5005.0,1,5005.0
阿勒泰地区,2021,0,0.0,1,5005.0,0,0.0
阿勒泰地区,2022,0,0.0,1,5005.0,0,0.0
阿勒泰地区,2023,0,0.0,1,5005.0,0,0.0
阿勒泰地区,2024,0,0.0,1,5005.0,0,0.0
阿勒泰地区,2025,0,0.0,1,5005.0,0,0.0
阿坝藏族羌族自治州,2015,0,0.0,0,0.0,0,0.0
阿坝藏族羌族自治州,2016,1,1000.0,1,1000.0,1,1000.0
阿坝藏族羌族自治州,2017,0,0.0,1,1000.0,1,1000.0
阿坝藏族羌族自治州,2018,0,0.0,1,1000.0,1,1000.0
阿坝藏族羌族自治州,2019,0,0.0,1,1000.0,1,1000.0
阿坝藏族羌族自治州,2020,0,0.0,1,1000.0,1,1000.0
阿坝藏族羌族自治州,2021,0,0.0,1,1000.0,0,0.0
阿坝藏族羌族自治州,2022,0,0.0,1,1000.0,0,0.0
阿坝藏族羌族自治州,2023,0,0.0,1,1000.0,0,0.0
阿坝藏族羌族自治州,2024,0,0.0,1,1000.0,0,0.0
阿坝藏族羌族自治州,2025,0,0.0,1,1000.0,0,0.0
阿拉善盟,2015,0,0.0,0,0.0,0,0.0
阿拉善盟,2016,2,3505.11,2,3505.11,2,3505.11
阿拉善盟,2017,0,0.0,2,3505.11,2,3505.11
阿拉善盟,2018,0,0.0,2,3505.11,2,3505.11
阿拉善盟,2019,0,0.0,2,3505.11,2,3505.11
阿拉善盟,2020,1,1000.0,3,4505.11,3,4505.11
阿拉善盟,2021,0,0.0,3,4505.11,1,1000.0
阿拉善盟,2022,0,0.0,3,4505.11,1,1000.0
阿拉善盟,2023,0,0.0,3,4505.11,1,1000.0
阿拉善盟,2024,0,0.0,3,4505.11,1,1000.0
阿拉善盟,2025,0,0.0,3,4505.11,0,0.0
阿拉尔市,2015,0,0.0,0,0.0,0,0.0
阿拉尔市,2016,0,0.0,0,0.0,0,0.0
阿拉尔市,2017,0,0.0,0,0.0,0,0.0
阿拉尔市,2018,0,0.0,0,0.0,0,0.0
阿拉尔市,2019,0,0.0,0,0.0,0,0.0
阿拉尔市,2020,0,0.0,0,0.0,0,0.0
阿拉尔市,2021,0,0.0,0,0.0,0,0.0
阿拉尔市,2022,0,0.0,0,0.0,0,0.0
阿拉尔市,2023,1,61.0,1,61.0,1,61.0
阿拉尔市,2024,2,403.0,3,464.0,3,464.0
阿拉尔市,2025,0,0.0,3,464.0,3,464.0
随州市,2015,0,0.0,0,0.0,0,0.0
随州市,2016,0,0.0,0,0.0,0,0.0
随州市,2017,0,0.0,0,0.0,0,0.0
随州市,2018,0,0.0,0,0.0,0,0.0
随州市,2019,0,0.0,0,0.0,0,0.0
随州市,2020,1,200.0,1,200.0,1,200.0
随州市,2021,0,0.0,1,200.0,1,200.0
随州市,2022,0,0.0,1,200.0,1,200.0
随州市,2023,0,0.0,1,200.0,1,200.0
随州市,2024,0,0.0,1,200.0,1,200.0
随州市,2025,0,0.0,1,200.0,0,0.0
雅安市,2015,0,0.0,0,0.0,0,0.0
雅安市,2016,0,0.0,0,0.0,0,0.0
雅安市,2017,0,0.0,0,0.0,0,0.0
雅安市,2018,1,60.0,1,60.0,1,60.0
雅安市,2019,0,0.0,1,60.0,1,60.0
雅安市,2020,1,,2,,2,
雅安市,2021,1,1000.0,3,,3,
雅安市,2022,0,0.0,3,,3,
雅安市,2023,0,0.0,3,,2,
雅安市,2024,0,0.0,3,,2,
雅安市,2025,1,1000.0,4,,2,2000.0
青岛市,2015,5,2830.46,5,2830.46,5,2830.46
青岛市,2016,17,42912.09,22,45742.55,22,45742.55
青岛市,2017,7,1213.01,29,46955.56,29,46955.56
青岛市,2018,17,31853.6561,46,78809.2161,46,78809.2161
青岛市,2019,12,32840.0,58,111649.2161,58,111649.2161
青岛市,2020,23,32200.57,81,143849.7861,76,141019.3261
青岛市,2021,37,54757.33,118,198607.1161,96,152864.5661
青岛市,2022,24,21944.16,142,220551.2761,113,173595.7161
青岛市,2023,16,10965.1675,158,231516.4436,112,152707.2275
青岛市,2024,5,1259.0,163,232775.4436,105,121126.2275
青岛市,2025,2,1311.0,165,234086.4436,84,90236.6575
鞍山市,2015,0,0.0,0,0.0,0,0.0
鞍山市,2016,0,0.0,0,0.0,0,0.0
鞍山市,2017,2,1210.0,2,1210.0,2,1210.0
鞍山市,2018,2,248.0,4,1458.0,4,1458.0
鞍山市,2019,0,0.0,4,1458.0,4,1458.0
鞍山市,2020,1,60.0,5,1518.0,5,1518.0
鞍山市,2021,1,450.0,6,1968.0,6,1968.0
鞍山市,2022,0,0.0,6,1968.0,4,758.0
鞍山市,2023,0,0.0,6,1968.0,2,510.0
鞍山市,2024,0,0.0,6,1968.0,2,510.0
鞍山市,2025,0,0.0,6,1968.0,1,450.0
韶关市,2015,0,0.0,0,0.0,0,0.0
韶关市,2016,1,2000.0,1,2000.0,1,2000.0
韶关市,2017,0,0.0,1,2000.0,1,2000.0
韶关市,2018,5,1020.01,6,3020.01,6,3020.01
韶关市,2019,1,300.0,7,3320.01,7,3320.01
韶关市,2020,0,0.0,7,3320.01,7,3320.01
韶关市,2021,0,0.0,7,3320.01,6,1320.01
韶关市,2022,1,100.0,8,3420.01,7,1420.01
韶关市,2023,0,0.0,8,3420.01,2,400.0
韶关市,2024,1,1000.0,9,4420.01,2,1100.0
韶关市,2025,0,0.0,9,4420.01,2,1100.0
马鞍山市,2015,1,300.0,1,300.0,1,300.0
马鞍山市,2016,5,1516.0,6,1816.0,6,1816.0
马鞍山市,2017,3,841.0,9,2657.0,9,2657.0
马鞍山市,2018,1,120.1,10,2777.1,10,2777.1
马鞍山市,2019,2,2000.0,12,4777.1,12,4777.1
马鞍山市,2020,0,0.0,12,4777.1,11,4477.1
马鞍山市,2021,2,2125.0,14,6902.1,8,5086.1
马鞍山市,2022,2,2000.0,16,8902.1,7,6245.1
马鞍山市,2023,5,1260.0,21,10162.1,11,7385.0
马鞍山市,2024,3,11150.0,24,21312.1,12,16535.0
马鞍山市,2025,3,3050.0,27,24362.1,15,19585.0
驻马店市,2015,0,0.0,0,0.0,0,0.0
驻马店市,2016,0,0.0,0,0.0,0,0.0
驻马店市,2017,0,0.0,0,0.0,0,0.0
驻马店市,2018,0,0.0,0,0.0,0,0.0
驻马店市,2019,1,500.0,1,500.0,1,500.0
驻马店市,2020,0,0.0,1,500.0,1,500.0
驻马店市,2021,1,2000.0,2,2500.0,2,2500.0
驻马店市,2022,1,51.0,3,2551.0,3,2551.0
驻马店市,2023,1,2000.0,4,4551.0,4,4551.0
驻马店市,2024,1,500.0,5,5051.0,4,4551.0
驻马店市,2025,0,0.0,5,5051.0,4,4551.0
鹤壁市,2015,0,0.0,0,0.0,0,0.0
鹤壁市,2016,1,1000.0,1,1000.0,1,1000.0
鹤壁市,2017,1,250.0,2,1250.0,2,1250.0
鹤壁市,2018,0,0.0,2,1250.0,2,1250.0
鹤壁市,2019,0,0.0,2,1250.0,2,1250.0
鹤壁市,2020,0,0.0,2,1250.0,2,1250.0
鹤壁市,2021,1,106.0,3,1356.0,2,356.0
鹤壁市,2022,0,0.0,3,1356.0,1,106.0
鹤壁市,2023,1,402.0,4,1758.0,2,508.0
鹤壁市,2024,1,502.0,5,2260.0,3,1010.0
鹤壁市,2025,0,0.0,5,2260.0,3,1010.0
鹰潭市,2015,0,0.0,0,0.0,0,0.0
鹰潭市,2016,0,0.0,0,0.0,0,0.0
鹰潭市,2017,2,1500.0,2,1500.0,2,1500.0
鹰潭市,2018,0,0.0,2,1500.0,2,1500.0
鹰潭市,2019,0,0.0,2,1500.0,2,1500.0
鹰潭市,2020,2,1201.0,4,2701.0,4,2701.0
鹰潭市,2021,1,150.0,5,2851.0,5,2851.0
鹰潭市,2022,1,1060.0,6,3911.0,4,2411.0
鹰潭市,2023,0,0.0,6,3911.0,4,2411.0
鹰潭市,2024,0,0.0,6,3911.0,4,2411.0
鹰潭市,2025,1,5000.0,7,8911.0,3,6210.0
黄冈市,2015,0,0.0,0,0.0,0,0.0
黄冈市,2016,0,0.0,0,0.0,0,0.0
黄冈市,2017,0,0.0,0,0.0,0,0.0
黄冈市,2018,0,0.0,0,0.0,0,0.0
黄冈市,2019,0,0.0,0,0.0,0,0.0
黄冈市,2020,1,1750.0,1,1750.0,1,1750.0
黄冈市,2021,0,0.0,1,1750.0,1,1750.0
黄冈市,2022,0,0.0,1,1750.0,1,1750.0
黄冈市,2023,0,0.0,1,1750.0,1,1750.0
黄冈市,2024,0,0.0,1,1750.0,1,1750.0
黄冈市,2025,0,0.0,1,1750.0,0,0.0
黄山市,2015,0,0.0,0,0.0,0,0.0
黄山市,2016,0,0.0,0,0.0,0,0.0
黄山市,2017,1,2000.1,1,2000.1,1,2000.1
黄山市,2018,1,2000.0,2,4000.1,2,4000.1
黄山市,2019,1,4000.0,3,8000.1,3,8000.1
黄山市,2020,2,600.0,5,8600.1,5,8600.1
黄山市,2021,0,0.0,5,8600.1,5,8600.1
黄山市,2022,3,1500.2,8,10100.3,7,8100.2
黄山市,2023,2,1500.0,10,11600.3,8,7600.2
黄山市,2024,3,12000.0,13,23600.3,10,15600.2
黄山市,2025,2,2000.0,15,25600.3,10,17000.2
黄石市,2015,0,0.0,0,0.0,0,0.0
黄石市,2016,0,0.0,0,0.0,0,0.0
黄石市,2017,0,0.0,0,0.0,0,0.0
黄石市,2018,0,0.0,0,0.0,0,0.0
黄石市,2019,0,0.0,0,0.0,0,0.0
黄石市,2020,0,0.0,0,0.0,0,0.0
黄石市,2021,0,0.0,0,0.0,0,0.0
黄石市,2022,0,0.0,0,0.0,0,0.0
黄石市,2023,1,2000.0,1,2000.0,1,2000.0
黄石市,2024,0,0.0,1,2000.0,1,2000.0
黄石市,2025,0,0.0,1,2000.0,1,2000.0
黔东南苗族侗族自治州,2015,0,0.0,0,0.0,0,0.0
黔东南苗族侗族自治州,2016,2,3000.0,2,3000.0,2,3000.0
黔东南苗族侗族自治州,2017,0,0.0,2,3000.0,2,3000.0
黔东南苗族侗族自治州,2018,0,0.0,2,3000.0,2,3000.0
黔东南苗族侗族自治州,2019,0,0.0,2,3000.0,2,3000.0
黔东南苗族侗族自治州,2020,0,0.0,2,3000.0,2,3000.0
黔东南苗族侗族自治州,2021,0,0.0,2,3000.0,0,0.0
黔东南苗族侗族自治州,2022,0,0.0,2,3000.0,0,0.0
黔东南苗族侗族自治州,2023,0,0.0,2,3000.0,0,0.0
黔东南苗族侗族自治州,2024,0,0.0,2,3000.0,0,0.0
黔东南苗族侗族自治州,2025,0,0.0,2,3000.0,0,0.0
黔南布依族苗族自治州,2015,0,0.0,0,0.0,0,0.0
黔南布依族苗族自治州,2016,2,4250.0,2,4250.0,2,4250.0
黔南布依族苗族自治州,2017,0,0.0,2,4250.0,2,4250.0
黔南布依族苗族自治州,2018,0,0.0,2,4250.0,2,4250.0
黔南布依族苗族自治州,2019,0,0.0,2,4250.0,2,4250.0
黔南布依族苗族自治州,2020,0,0.0,2,4250.0,2,4250.0
黔南布依族苗族自治州,2021,0,0.0,2,4250.0,0,0.0
黔南布依族苗族自治州,2022,0,0.0,2,4250.0,0,0.0
黔南布依族苗族自治州,2023,0,0.0,2,4250.0,0,0.0
黔南布依族苗族自治州,2024,0,0.0,2,4250.0,0,0.0
黔南布依族苗族自治州,2025,0,0.0,2,4250.0,0,0.0
黔西南布依族苗族自治州,2015,0,0.0,0,0.0,0,0.0
黔西南布依族苗族自治州,2016,1,,1,,1,
黔西南布依族苗族自治州,2017,0,0.0,1,,1,
黔西南布依族苗族自治州,2018,0,0.0,1,,1,
黔西南布依族苗族自治州,2019,0,0.0,1,,1,
黔西南布依族苗族自治州,2020,0,0.0,1,,1,
黔西南布依族苗族自治州,2021,0,0.0,1,,0,0.0
黔西南布依族苗族自治州,2022,0,0.0,1,,0,0.0
黔西南布依族苗族自治州,2023,0,0.0,1,,0,0.0
黔西南布依族苗族自治州,2024,0,0.0,1,,0,0.0
黔西南布依族苗族自治州,2025,0,0.0,1,,0,0.0
齐齐哈尔市,2015,0,0.0,0,0.0,0,0.0
齐齐哈尔市,2016,0,0.0,0,0.0,0,0.0
齐齐哈尔市,2017,2,2101.0,2,2101.0,2,2101.0
齐齐哈尔市,2018,0,0.0,2,2101.0,2,2101.0
齐齐哈尔市,2019,0,0.0,2,2101.0,2,2101.0
齐齐哈尔市,2020,0,0.0,2,2101.0,2,2101.0
齐齐哈尔市,2021,0,0.0,2,2101.0,2,2101.0
齐齐哈尔市,2022,0,0.0,2,2101.0,0,0.0
齐齐哈尔市,2023,0,0.0,2,2101.0,0,0.0
齐齐哈尔市,2024,0,0.0,2,2101.0,0,0.0
齐齐哈尔市,2025,0,0.0,2,2101.0,0,0.0
龙岩市,2015,1,5000.0,1,5000.0,1,5000.0
龙岩市,2016,4,3000.0,5,8000.0,5,8000.0
龙岩市,2017,4,2825.4819,9,10825.4819,9,10825.4819
龙岩市,2018,1,103.5,10,10928.9819,10,10928.9819
龙岩市,2019,3,2125.5,13,13054.4819,13,13054.4819
龙岩市,2020,1,150.5,14,13204.9819,13,8204.9819
龙岩市,2021,0,0.0,14,13204.9819,9,5204.9819
龙岩市,2022,1,101.0,15,13305.9819,6,2480.5
龙岩市,2023,0,0.0,15,13305.9819,5,2377.0
龙岩市,2024,4,2400.0,19,15705.9819,6,2651.5
龙岩市,2025,0,0.0,19,15705.9819,5,2501.0
