city,year,fund_est_count,fund_est_scale,fund_est_count_cum,fund_est_scale_cum,fund_est_count_roll5,fund_est_scale_roll5,fund_inv_amt,fund_inv_count,early_inv_amt,early_inv_count,early_inv_amt_share,early_inv_count_share,pat_invent_apply,pat_utility_apply,pat_design_apply,pat_invent_grant,pat_utility_grant,pat_design_grant,pat_apply_total,pat_grant_total,ln_pat_invent_apply,ln_pat_utility_apply,ln_pat_design_apply,ln_pat_invent_grant,ln_pat_utility_grant,ln_pat_design_grant,ln_pat_apply_total,ln_pat_grant_total,fiscal_pressure,fiscal_pressure_l1,lg_debt,lgfv_debt,bond_total,gdp_debt_src,fiscal_revenue,fiscal_expenditure,debt_burden,debt_pressure,fiscal_selfsuff,debt_burden_l1,debt_pressure_l1,fiscal_selfsuff_l1,soccap_fund_count,soccap_amt,gov_amt,gp_amt,unknown_amt,fund_commit_total,matched_commit_amt,soccap_share_total,gov_share_total,soccap_leverage,matched_share_total,fiscal_transparency,fcity_sa_mean,fcity_sa_firms,fcity_sa_median,fcity_sa_rawmean,fcity_fc_mean,fcity_fc_firms,fcity_fc_median,fcity_kz_mean,fcity_kz_firms,fcity_kz_median,fcity_ww_mean,fcity_ww_firms,fcity_ww_median,loan_balance_yearend,deposit_balance_yearend,gdp_finance_src,fin_dev_1,fin_dev_2,fin_dev,marketization,registered_firm_count,entrepreneurship_population_10k,registered_firm_count_filled,entrepreneurship_population_10k_filled,entrepreneurship_activity,gdp,fiscal_scitech,population_resident,secondary_industry,fdi_actual,发明申请量_滞后一期,实用新型申请量_滞后一期,外观设计申请量_滞后一期,发明获得量_滞后一期,实用新型获得量_滞后一期,外观设计获得量_滞后一期,专利申请总量_滞后一期,专利获得总量_滞后一期,发明申请量_对数_滞后一期,实用新型申请量_对数_滞后一期,外观设计申请量_对数_滞后一期,发明获得量_对数_滞后一期,实用新型获得量_对数_滞后一期,外观设计获得量_对数_滞后一期,专利申请总量_对数_滞后一期,专利获得总量_对数_滞后一期
凉山彝族自治州,2015,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,138.0,221.0,70.0,70.0,164.0,71.0,429.0,305.0,4.934473933130692,5.402677381872279,4.262679877041316,4.262679877041316,5.10594547390058,4.276666119016055,6.063785208687608,5.723585101952381,,,0.0,26.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468.0,,,,,,,,,,,,,,,,,,
凉山彝族自治州,2016,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,261.0,239.0,62.0,93.0,197.0,41.0,562.0,331.0,5.568344503761097,5.480638923341991,4.143134726391533,4.543294782270004,5.288267030694535,3.737669618283368,6.333279628139691,5.805134968916488,,,0.0,46.0,46.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.22,,,138.0,221.0,70.0,70.0,164.0,71.0,429.0,305.0,4.934473933130692,5.402677381872279,4.262679877041316,4.262679877041316,5.10594547390058,4.276666119016055,6.063785208687608,5.723585101952381
凉山彝族自治州,2017,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,335.0,390.0,62.0,66.0,206.0,67.0,787.0,339.0,5.817111159963204,5.968707559985366,4.143134726391533,4.204692619390966,5.332718793265369,4.219507705176107,6.669498089857879,5.828945617610208,,,0.0,58.0,58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.3,,,261.0,239.0,62.0,93.0,197.0,41.0,562.0,331.0,5.568344503761097,5.480638923341991,4.143134726391533,4.543294782270004,5.288267030694535,3.737669618283368,6.333279628139691,5.805134968916488
凉山彝族自治州,2018,1,1000.0,1,1000.0,1,1000.0,0.0,0.0,0.0,0.0,,,386.0,496.0,73.0,57.0,420.0,68.0,955.0,545.0,5.958424693029782,6.208590026096629,4.30406509320417,4.060443010546419,6.042632833682381,4.23410650459726,6.862757913051401,6.302618975744905,,,0.0,66.0,66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.0,,,335.0,390.0,62.0,66.0,206.0,67.0,787.0,339.0,5.817111159963204,5.968707559985366,4.143134726391533,4.204692619390966,5.332718793265369,4.219507705176107,6.669498089857879,5.828945617610208
凉山彝族自治州,2019,0,0.0,1,1000.0,1,1000.0,0.0,0.0,0.0,0.0,,,232.0,598.0,91.0,58.0,460.0,97.0,921.0,615.0,5.4510384535657,6.395261598115449,4.5217885770490405,4.07753744390572,6.133398042996649,4.584967478670572,6.826545223556594,6.423246963533519,,,0.0,45.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484.4,,,386.0,496.0,73.0,57.0,420.0,68.0,955.0,545.0,5.958424693029782,6.208590026096629,4.30406509320417,4.060443010546419,6.042632833682381,4.23410650459726,6.862757913051401,6.302618975744905
凉山彝族自治州,2020,0,0.0,1,1000.0,1,1000.0,0.0,0.0,0.0,0.0,,,284.0,838.0,112.0,69.0,726.0,83.0,1234.0,878.0,5.652489180268651,6.732210706467206,4.727387818712341,4.248495242049359,6.588926477533519,4.430816798843313,7.118826249062078,6.778784897685177,,,0.0,53.1,53.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,,232.0,598.0,91.0,58.0,460.0,97.0,921.0,615.0,5.4510384535657,6.395261598115449,4.5217885770490405,4.07753744390572,6.133398042996649,4.584967478670572,6.826545223556594,6.423246963533519
凉山彝族自治州,2021,0,0.0,1,1000.0,1,1000.0,0.0,0.0,0.0,0.0,,,285.0,743.0,76.0,100.0,951.0,110.0,1104.0,1161.0,5.655991810819852,6.612041034833092,4.343805421853684,4.61512051684126,6.858565034791365,4.709530201312334,7.007600613951853,7.057897937411856,,,0.0,70.0,70.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.4,,,284.0,838.0,112.0,69.0,726.0,83.0,1234.0,878.0,5.652489180268651,6.732210706467206,4.727387818712341,4.248495242049359,6.588926477533519,4.430816798843313,7.118826249062078,6.778784897685177
凉山彝族自治州,2022,0,0.0,1,1000.0,1,1000.0,0.0,0.0,0.0,0.0,,,349.0,831.0,120.0,104.0,959.0,109.0,1300.0,1172.0,5.857933154483459,6.723832440821209,4.795790545596741,4.653960350157523,6.866933284461882,4.700480365792417,7.170888478512505,7.067319848653476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.1,,,285.0,743.0,76.0,100.0,951.0,110.0,1104.0,1161.0,5.655991810819852,6.612041034833092,4.343805421853684,4.61512051684126,6.858565034791365,4.709530201312334,7.007600613951853,7.057897937411856
凉山彝族自治州,2023,1,1000.0,2,2000.0,1,1000.0,0.0,0.0,0.0,0.0,,,467.0,1405.0,80.0,97.0,830.0,82.0,1952.0,1009.0,6.148468295917647,7.24850407237061,4.394449154672439,4.584967478670572,6.7226297948554485,4.418840607796598,7.577121930876679,6.917705609835305,,,,,,,,,,,,,,,,,,,,,,,,,,,3.790952,1.0,3.790952,-3.790952,0.61376325,1.0,0.6151225,-4.77840625,1.0,-4.779657,-1.030551,1.0,-1.030551,,,,,,,,,,,,,,,490.6,,,349.0,831.0,120.0,104.0,959.0,109.0,1300.0,1172.0,5.857933154483459,6.723832440821209,4.795790545596741,4.653960350157523,6.866933284461882,4.700480365792417,7.170888478512505,7.067319848653476
凉山彝族自治州,2024,1,200.0,3,2200.0,2,1200.0,0.0,0.0,0.0,0.0,,,413.0,333.0,22.0,157.0,1227.0,57.0,768.0,1441.0,6.025865973825314,5.811140992976701,3.1354942159291497,5.062595033026967,7.113142108707088,4.060443010546419,6.645090969505644,7.273786317844895,,,,,,,,,,,,,,,1.0,0.0,9000.0,50.0,1000.0,10050.0,9000.0,0.0,0.8955223880597015,0.0,0.8955223880597015,,3.837736,1.0,3.837736,-3.837736,0.666807875,1.0,0.667878,-3.229309875,1.0,-3.226544,-1.021415,1.0,-1.021415,,,,,,,,,,,,,,,491.1,,,467.0,1405.0,80.0,97.0,830.0,82.0,1952.0,1009.0,6.148468295917647,7.24850407237061,4.394449154672439,4.584967478670572,6.7226297948554485,4.418840607796598,7.577121930876679,6.917705609835305
包头市,2015,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,,,643.0,1268.0,128.0,240.0,1193.0,125.0,2039.0,1558.0,6.467698726104354,7.145984467714388,4.859812404361672,5.484796933490655,7.085064293952548,4.836281906951478,7.620705086838262,7.351799869057777,0.641552579920055,0.660783164705531,0.0,74.4,74.4,3601.23,234.3186,354.6074,2.065960797,31.75164071,66.07831647,1.684261009,27.42682036,60.55255023,,,,,,,,,,,,34.603175,3.716055428571429,7.0,3.779018,-3.716055428571429,0.4617360384615384,7.0,0.4259655,1.150791923076923,7.0,1.366822,-0.9982231428571428,7.0,-0.970924,21925210.0,27096992.0,37219300.0,0.589081739850024,0.72803604581494,1.31711778566496,4.978259100664178,37334.0,268.02,37334.0,268.02,139.295575,372.193,539.69,268.02,183.06,82417.0,,,,,,,,,,,,,,,,
包头市,2016,2,6200.06,2,6200.06,2,6200.06,,1.0,0.0,0.0,,0.0,717.0,1294.0,120.0,272.0,1130.0,99.0,2131.0,1501.0,6.576469569048224,7.166265974133638,4.795790545596741,5.60947179518496,7.030857476116121,4.605170185988092,7.664815785285735,7.31455283232408,0.654537911640907,0.641552579920055,0.0,58.8,58.8,3721.93,252.3021,393.268,1.579825521,23.3053946,64.15525799,2.065960797,31.75164071,66.07831647,,,,,,,,,,,,48.92,3.756372375,8.0,3.801205,-3.756372375,0.4368579615384615,7.0,0.5771275,1.694642538461539,7.0,1.8083255,-1.011042125,8.0,-0.979396,24030526.0,32359956.0,38676300.0,0.621324325232765,0.836686963334135,1.4580112885669,5.049849537922501,37648.0,268.64,37648.0,268.64,140.1429422,386.763,583.64,268.64,182.215,101035.0,643.0,1268.0,128.0,240.0,1193.0,125.0,2039.0,1558.0,6.467698726104354,7.145984467714388,4.859812404361672,5.484796933490655,7.085064293952548,4.836281906951478,7.620705086838262,7.351799869057777
包头市,2017,2,9600.01,4,15800.07,4,15800.07,,1.0,0.0,0.0,,0.0,781.0,1414.0,119.0,285.0,1054.0,123.0,2314.0,1462.0,6.661854740545311,7.254884810077338,4.787491742782046,5.655991810819852,6.961296045910167,4.820281565605037,7.747164966520335,7.288244401020124,0.416604655978426,0.654537911640907,0.0,78.6,78.6,3867.63,271.2122,414.3569,2.03225231,28.98099717,65.45376703,1.579825521,23.3053946,64.15525799,,,,,,,,,,,,28.17,3.81932725,8.0,3.8513325,-3.81932725,0.4106752666666667,8.0,0.4626405,2.2512774666666666,8.0,2.344417,-1.035959125,8.0,-1.0394365,29603937.0,38866061.0,34097100.0,0.86822448243399,1.13986412334187,2.00808860577586,6.923662370420871,35376.0,269.38,35376.0,269.38,131.3237805,275.303,391.63,269.38,113.149533,20400.0,717.0,1294.0,120.0,272.0,1130.0,99.0,2131.0,1501.0,6.576469569048224,7.166265974133638,4.795790545596741,5.60947179518496,7.030857476116121,4.605170185988092,7.664815785285735,7.31455283232408
包头市,2018,0,0.0,4,15800.07,4,15800.07,0.0,0.0,0.0,0.0,,,1035.0,1716.0,104.0,262.0,1458.0,106.0,2855.0,1826.0,6.943122422819428,7.448333860897476,4.653960350157523,5.572154032177765,7.285506548522785,4.672828834461906,7.957177323459475,7.510430556378006,0.391608738841824,0.416604655978426,0.0,60.2,60.2,0.0,137.6126,330.3194,,43.74599419,41.6604656,2.03225231,28.98099717,65.45376703,,,,,,,,,,,,45.25,3.8560085,8.0,3.9012835,-3.8560085,0.4361960666666666,8.0,0.513703,2.1443876333333334,8.0,1.9616395,-1.00818075,8.0,-0.9893925,29983519.0,37734200.0,29517900.0,1.01577412349795,1.27834974710261,2.29412387060055,6.888763487954149,32744.0,269.94,32744.0,269.94,121.3010299,295.18,482.68,269.94,121.31898,,781.0,1414.0,119.0,285.0,1054.0,123.0,2314.0,1462.0,6.661854740545311,7.254884810077338,4.787491742782046,5.655991810819852,6.961296045910167,4.820281565605037,7.747164966520335,7.288244401020124
包头市,2019,3,1780.01,7,17580.08,7,17580.08,0.0,0.0,0.0,0.0,,,995.0,2318.0,177.0,274.0,1589.0,131.0,3490.0,1994.0,6.903747257584598,7.7488913372555315,5.181783550292085,5.616771097666572,7.371489295214277,4.882801922586371,8.157943507105037,7.598399329323964,0.416473175929167,0.391608738841824,0.0,43.0,43.0,0.0,146.1,364.9,,29.43189596,40.03836668,,43.74599419,41.6604656,1.0,6000.0,2000.0,1.0,0.0,8001.0,8000.0,0.7499062617172854,0.2499687539057618,3.0,0.9998750156230471,11.72,3.895939625,8.0,3.9425735,-3.895939625,0.4237976071428572,8.0,0.572716,1.706612357142857,8.0,2.317669,-1.01914375,8.0,-1.0118065,29983519.0,32922978.0,27140000.0,1.10477225497421,1.21307951363301,2.31785176860722,7.446476401994015,32857.0,270.47,32857.0,270.47,121.4811254,271.44692,428.06,270.47,106.648,,1035.0,1716.0,104.0,262.0,1458.0,106.0,2855.0,1826.0,6.943122422819428,7.448333860897476,4.653960350157523,5.572154032177765,7.285506548522785,4.672828834461906,7.957177323459475,7.510430556378006
包头市,2020,3,102.63,10,17682.71,10,17682.71,,1.0,0.0,0.0,,0.0,1137.0,3187.0,198.0,295.0,2520.0,207.0,4522.0,3022.0,7.037027614686276,8.067149039910106,5.293304824724492,5.69035945432406,7.83241092718792,5.337538079701318,8.416930769477844,8.014004994779459,0.382726389343642,0.416473175929167,0.0,32.4,32.4,2714.4692,151.8,364.5,1.193603523,21.34387352,41.64609053,,29.43189596,40.03836668,3.0,4587.0,415.0,3.0,0.0,5005.0,5002.0,0.9164835164835164,0.0829170829170829,11.053012048192771,0.9994005994005994,33.05,3.935032375,8.0,3.976299,-3.935032375,0.4486429642857143,8.0,0.5526645,1.639725625,8.0,1.8845455,-0.992990375,8.0,-0.960938,25038086.0,34144268.0,27870000.0,0.898388446358091,1.22512622891999,2.12351467527808,7.30149164334903,33851.0,271.03,33851.0,271.03,124.8976128,278.736,415.81,271.03,115.298,,995.0,2318.0,177.0,274.0,1589.0,131.0,3490.0,1994.0,6.903747257584598,7.7488913372555315,5.181783550292085,5.616771097666572,7.371489295214277,4.882801922586371,8.157943507105037,7.598399329323964
包头市,2021,10,1986.07,20,19668.78,18,13468.72,0.0,0.0,0.0,0.0,,,1209.0,3223.0,179.0,429.0,3853.0,178.0,4611.0,4460.0,7.098375638590786,8.07837810362652,5.19295685089021,6.063785208687608,8.256866848974312,5.187385805840755,8.436416881388949,8.403128235128264,0.479806103318415,0.382726389343642,0.0,32.25,32.25,0.0,,,,,,1.193603523,21.34387352,41.64609053,9.0,78643.0,69349.0,115.0,0.0,148107.0,147992.0,0.5309877318425192,0.4682358024941427,1.1340177940561509,0.999223534336662,49.04,3.9735275,8.0,4.0195385,-3.9735275,0.4228193846153846,8.0,0.427563,1.5585036153846152,8.0,1.7596285,-1.098773875,8.0,-1.0483625,27000272.0,37217097.0,32930000.0,0.819929304585484,1.13018818706347,1.95011749164895,10.036217840913796,40528.0,271.78,40528.0,271.78,149.1206123,329.3,543.62,271.78,157.12,,1137.0,3187.0,198.0,295.0,2520.0,207.0,4522.0,3022.0,7.037027614686276,8.067149039910106,5.293304824724492,5.69035945432406,7.83241092718792,5.337538079701318,8.416930769477844,8.014004994779459
包头市,2022,4,2070.03,24,21738.81,20,5938.74,0.0,0.0,0.0,0.0,,,1597.0,3012.0,207.0,425.0,3564.0,193.0,4816.0,4182.0,7.37650812632622,8.0106915391303,5.337538079701318,6.054439346269371,8.178919332848396,5.267858159063328,8.479906606630221,8.338783971442199,0.439255060433738,0.479806103318415,0.0,24.5,24.5,3749.9,173.21,387.78,0.653350756,14.14467987,44.66707927,,,,3.0,4500.0,2000.0,3.0,0.0,6503.0,6500.0,0.6919883130862678,0.3075503613716746,2.25,0.9995386744579424,62.89,3.967508666666667,6.0,4.028322,-3.967508666666667,0.4216238541666666,6.0,0.431058,2.582505395833333,6.0,2.752497,-1.0960755,6.0,-1.101024,29802599.0,41474913.0,37500000.0,0.794735973333333,1.10599768,1.90073365333333,9.817231332234265,32373.0,274.04,32373.0,274.04,118.1323894,374.99,391.54,274.04,197.46,,1209.0,3223.0,179.0,429.0,3853.0,178.0,4611.0,4460.0,7.098375638590786,8.07837810362652,5.19295685089021,6.063785208687608,8.256866848974312,5.187385805840755,8.436416881388949,8.403128235128264
包头市,2023,1,310.0,25,22048.81,21,6248.74,0.0,0.0,0.0,0.0,,,2043.0,3809.0,234.0,610.0,3076.0,206.0,6086.0,3892.0,7.622663951323595,8.245384468120747,5.459585514144159,6.415096959171596,8.031710375322042,5.332718793265369,8.713910628493924,8.266935347610456,0.422202694699843,0.439255060433738,0.0,16.0,16.0,4263.9,200.55,474.92,0.3752,7.9781,42.2282,0.653350756,14.14467987,44.66707927,1.0,0.0,30000.0,1000.0,0.0,31000.0,30000.0,0.0,0.967741935483871,0.0,0.967741935483871,57.95,4.005770666666667,6.0,4.063587999999999,-4.005770666666667,0.424835125,6.0,0.447664,1.8579384583333327,6.0,1.761192,-1.0615248333333334,6.0,-1.0633050000000002,33393766.0,44519246.0,42640000.0,0.7831558630394,1.04407237335835,1.82722823639775,8.989701243644461,39596.0,276.17,39596.0,276.17,143.3754571,426.39,610.1,276.17,232.94,2315.0,1597.0,3012.0,207.0,425.0,3564.0,193.0,4816.0,4182.0,7.37650812632622,8.0106915391303,5.337538079701318,6.054439346269371,8.178919332848396,5.267858159063328,8.479906606630221,8.338783971442199
包头市,2024,1,40.01,26,22088.82,19,4508.74,0.0,0.0,0.0,0.0,,,1720.0,751.0,55.0,865.0,3055.0,199.0,2526.0,4119.0,7.450660796211539,6.62273632394984,4.02535169073515,6.763884908562435,8.024862150286411,5.298317366548036,7.834788107388194,8.323608442343572,0.451906412478336,0.422202694699843,,,,,,,,,,,,,1.0,1188.6,1000.0,1.0,0.0,2189.6,2188.6,0.5428388746803069,0.4567044208987943,1.1886,0.9995432955791012,58.84,3.990191285714286,7.0,4.041283,-3.990191285714286,0.4246356346153846,7.0,0.6290994999999999,2.1405730192307693,7.0,1.7565235,-1.063089,7.0,-1.049584,33977000.0,48682000.0,45751000.0,0.742650433870298,1.06406417346069,1.80671460733099,9.91130849220104,36078.0,277.21,36078.0,277.21,130.1468201,457.51,,277.21,214.55,2226.0,2043.0,3809.0,234.0,610.0,3076.0,206.0,6086.0,3892.0,7.622663951323595,8.245384468120747,5.459585514144159,6.415096959171596,8.031710375322042,5.332718793265369,8.713910628493924,8.266935347610456
北京市,2015,19,10431.4431,19,10431.4431,19,10431.4431,25783.02,104.0,2169.32,62.0,,0.596154,83412.0,47798.0,13338.0,32882.0,45685.0,12461.0,144548.0,91028.0,11.331559451499306,10.774759997758618,9.498447354141044,10.400711085883833,10.729547184215814,9.430439293104168,11.881373829399116,11.418933416049562,0.82330201997316,0.890045019857802,1283.0,2118.3,3401.3,21330.83,4027.1603,4524.669,15.94546485,84.45901694,89.00452829,9.43244241,51.01458719,87.71948232,34.0,825216.27,1390343.77,33596.07,5300.0,2254456.11,2176289.38,0.3660378511427308,0.6167091760327063,0.5935339790100976,0.9653278989760418,86.507937,3.5812697593984963,266.0,3.6954035,-3.5812697593984963,0.4399930805739514,240.0,0.4727,0.5063917328918323,240.0,0.847052,-1.054117582706767,266.0,-1.0351185,488531687.0,1222842876.0,230145900.0,2.12270428019791,5.31333765233272,7.43604193253062,4.318646844554438,253296.0,2188.3,253296.0,2188.3,115.7501257,2603.41,28779.56,2188.0,441.98,1299635.0,,,,,,,,,,,,,,,,
北京市,2016,64,450789.5253,83,461220.9684,83,461220.9684,25709.89,112.0,21186.51,71.0,,0.633929,96133.0,54113.0,16401.0,41418.0,45362.0,15514.0,166647.0,102294.0,11.473498330513536,10.898848211393764,9.705158557596356,10.631494991732009,10.72245207378078,9.64956257688248,12.02363908246375,11.535616074889926,0.7931079155331,0.82330201997316,2449.3981,2385.8,4835.1981,23014.59,4723.86,5737.7,21.00927325,102.3569306,82.330202,15.94546485,84.45901694,89.00452829,40.0,1038936.09,6044341.21,38258.96,69980.0,7191516.26,7024961.47,0.1444669041184925,0.8404821725314433,0.1718857446831662,0.9768401010331582,86.31,3.6144968971631206,282.0,3.7246485,-3.6144968971631206,0.4370804939393939,255.0,0.4371025,0.7219656444444444,255.0,1.054133,-1.054272063829787,282.0,-1.0360705,566188715.0,1327919063.0,256691300.0,2.20571836676973,5.17321414087661,7.37893250764634,4.220722766698352,251508.0,2195.4,251508.0,2195.4,114.5613556,2843.87,28577.86,2195.0,466.58,1302858.0,83412.0,47798.0,13338.0,32882.0,45685.0,12461.0,144548.0,91028.0,11.331559451499306,10.774759997758618,9.498447354141044,10.400711085883833,10.729547184215814,9.430439293104168,11.881373829399116,11.418933416049562
北京市,2017,35,601661.288,118,1062882.2564,118,1062882.2564,15397.22,153.0,1351.13,98.0,,0.640523,101957.0,59692.0,17320.0,46090.0,46004.0,14842.0,178969.0,106936.0,11.53231624276216,10.996970039574707,9.75967491717028,10.738372982159593,10.73650536521646,9.605283652624763,12.094973473011454,11.57999515499533,0.795774947139217,0.7931079155331,3519.4154,2276.94998,5796.36538,25669.13,5081.2595,6406.7682,22.58107454,114.0733981,79.31080603,21.00927325,102.3569306,82.330202,27.0,323734.8,1642106.64,30892.47,95010.75,2091744.66,1947891.44,0.1547678386328472,0.7850416312285459,0.1971460270083311,0.9312281165331144,84.63,3.646012123376624,308.0,3.7650275,-3.646012123376624,0.4016142265037594,280.0,0.357294,1.110074670112782,280.0,1.3413754999999998,-1.0472558697068404,307.0,-1.029412,633825000.0,1379521000.0,280149400.0,2.26245353372165,4.9242332840977,7.18668681781935,4.378763079655302,213349.0,2194.4,213349.0,2194.4,97.22429821,3132.59,36175.81,2194.0,504.94,2433000.0,96133.0,54113.0,16401.0,41418.0,45362.0,15514.0,166647.0,102294.0,11.473498330513536,10.898848211393764,9.705158557596356,10.631494991732009,10.72245207378078,9.64956257688248,12.02363908246375,11.535616074889926
